序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd
888,600256,广汇能源,5.73,2.14,0.12,657294.0,375876743.0,3.21,5.77,5.59,5.6,5.61,1.9,1.03,38.74,1.53,36626176984.0,36626176984.0,0.17,0.0,-3.54,17.9
889,002080,中材科技,51.15,2.14,1.07,216402.0,1114658977.2,8.25,53.18,49.05,50.18,50.08,1.33,1.29,42.29,4.35,85836021322.0,85836021322.0,-0.47,-0.51,-1.8,42.44
890,600375,汉马科技,3.82,2.14,0.08,112476.0,42555439.0,3.21,3.84,3.72,3.74,3.74,1.74,0.77,56.4,1.8,6123732622.0,5587459603.0,0.0,0.53,-26.68,-35.03
891,001217,华尔泰,8.59,2.14,0.18,17791.0,15171592.0,3.09,8.62,8.36,8.41,8.41,1.44,0.54,-48.84,1.33,2850763300.0,2819000375.0,0.23,0.12,-27.75,-37.75
892,002772,众兴菌业,9.54,2.14,0.2,84730.0,80177417.92,3.32,9.58,9.27,9.32,9.34,1.42,2.28,5.49,1.01,3575043765.0,3545413422.0,0.0,0.1,-45.33,-32.58
894,002758,浙农股份,7.63,2.14,0.16,24262.0,18372089.0,2.41,7.64,7.46,7.46,7.47,1.42,0.47,18.27,0.79,3958463067.0,3954230722.0,0.26,0.26,-19.43,-21.82
895,002733,雄韬股份,18.26,2.13,0.38,57300.0,104466197.38,4.03,18.5,17.78,17.83,17.88,1.22,1.55,82.91,2.62,7015764311.0,6735433979.0,-0.05,0.11,-39.07,-6.5
896,000630,铜陵有色,6.23,2.13,0.13,1831799.0,1133116961.87,3.77,6.29,6.06,6.1,6.1,2.46,1.64,15.6,2.27,83541007507.0,69420825376.0,0.0,-0.16,-0.16,4.53
897,000407,胜利股份,3.84,2.13,0.08,95673.0,36515229.4,3.99,3.87,3.72,3.76,3.76,2.19,1.09,23.47,1.11,3379525079.0,3362975086.0,0.0,-0.26,-17.42,-22.58
898,002034,旺能环境,13.97,2.12,0.29,40258.0,55640082.26,2.85,13.99,13.6,13.68,13.68,1.83,0.78,8.97,0.85,7218315806.0,7188227388.0,0.14,0.14,-18.73,-12.14
899,000932,华菱钢铁,3.85,2.12,0.08,657012.0,248471155.5,3.71,3.85,3.71,3.77,3.77,1.86,0.96,33.36,0.48,26382545266.0,26382545266.0,0.52,0.26,-18.09,-29.49
900,600391,航发科技,26.92,2.12,0.56,35816.0,96145681.0,4.29,27.29,26.16,26.26,26.36,1.12,1.08,-195.79,5.01,8887082560.0,8887082560.0,0.19,0.6,-30.89,-27.44
901,002700,万憬能源,5.29,2.12,0.11,43984.0,23266641.0,4.05,5.36,5.15,5.17,5.18,1.58,1.07,45.48,1.58,2188093099.0,2165519420.0,0.19,0.19,-20.09,-20.93
902,300710,万隆光电,25.12,2.11,0.52,10044.0,25305886.0,3.5,25.5,24.64,24.75,24.6,1.12,1.35,-68.6,5.77,2499196336.0,1873449927.0,-0.28,0.08,-10.92,-19.36
903,603407,长裕集团,65.7,2.11,1.36,76269.0,505753926.0,11.21,69.97,62.76,66.0,64.34,6.64,21.24,120.13,13.0,26797402677.0,2359417874.0,-0.14,-0.38,374.03,374.03
904,301335,天元宠物,20.32,2.11,0.42,11418.0,23087145.0,3.87,20.48,19.71,19.9,19.9,1.56,1.29,48.83,1.34,2596853328.0,1796124363.0,-0.39,-0.44,-18.43,-29.3
905,603966,法兰泰克,7.26,2.11,0.15,27549.0,19851060.0,2.53,7.28,7.1,7.11,7.11,1.23,0.53,17.41,1.87,3778066945.0,3773000627.0,0.14,0.41,-30.33,-18.79
906,002909,集泰股份,4.35,2.11,0.09,42139.0,18287306.0,3.76,4.4,4.24,4.26,4.26,1.78,1.11,-33.58,1.99,1696500000.0,1654726132.0,0.0,0.46,-31.92,-36.12
907,000758,中色股份,5.81,2.11,0.12,171053.0,98429094.29,3.16,5.83,5.65,5.7,5.69,1.95,0.86,11.13,1.89,11564455993.0,11519795366.0,0.35,0.0,-15.43,-11.84
908,300618,寒锐钴业,33.33,2.11,0.69,44072.0,145727618.0,4.11,33.64,32.3,32.65,32.64,2.33,1.62,39.86,1.88,10322204043.0,9082313611.0,0.15,-0.15,-28.8,-26.0
909,603082,北自科技,31.08,2.1,0.64,12138.0,37755681.0,4.43,31.56,30.21,30.44,30.44,1.06,2.99,67.73,3.06,5149303475.0,1260508452.0,-0.13,-0.1,-13.26,-14.4
910,002375,亚厦股份,3.4,2.1,0.07,59336.0,20010513.0,2.7,3.41,3.32,3.33,3.33,1.36,0.45,17.34,0.56,4555988093.0,4525387967.0,0.29,0.29,-14.14,-7.36
911,603212,赛伍技术,9.71,2.1,0.2,41901.0,40583203.0,3.05,9.8,9.51,9.51,9.51,1.22,0.96,-92.09,1.78,4248034076.0,4248034076.0,0.21,0.41,-30.09,-32.05
912,688737,中自科技,16.08,2.1,0.33,5231.0,8408777.0,5.08,16.31,15.51,15.85,15.75,0.8,0.44,139.6,1.08,1922597305.0,1922597305.0,-0.25,0.56,-45.44,-28.34
913,603985,恒润股份,16.04,2.1,0.33,78580.0,126380128.0,6.05,16.37,15.42,15.6,15.71,1.56,1.78,27.14,2.13,7071362368.0,7071362368.0,0.19,0.63,-36.58,5.67
914,000554,泰山石油,6.8,2.1,0.14,257633.0,174079458.55,4.05,6.85,6.58,6.64,6.66,2.04,7.17,12.07,2.73,3246625442.0,2443272620.0,0.29,0.15,-14.25,4.94
915,603002,宏昌电子,14.09,2.1,0.29,379499.0,542797742.0,8.55,14.78,13.6,14.08,13.8,2.01,3.35,8526.19,4.65,15979166192.0,15979166192.0,-0.21,-0.14,-2.02,90.92
916,000039,中集集团,8.25,2.1,0.17,142850.0,116055339.16,2.97,8.26,8.02,8.09,8.08,0.93,0.62,53.23,0.95,44488293176.0,18986608913.0,0.24,0.24,-25.74,-18.24
917,300865,大宏立,19.95,2.1,0.41,8916.0,17849590.58,4.15,20.35,19.54,19.75,19.54,1.61,1.55,44.95,2.19,1908816000.0,1146770688.0,-0.1,0.05,-34.93,-26.65
918,600538,国发股份,4.4,2.09,0.09,70041.0,30688789.0,5.8,4.46,4.21,4.23,4.31,1.41,1.34,-76.38,3.39,2306472731.0,2306472731.0,0.0,0.23,-34.13,-28.1
919,603989,艾华集团,28.38,2.09,0.58,144367.0,420493660.0,8.31,30.11,27.8,28.69,27.8,2.38,3.62,41.11,2.92,11317372427.0,11317372427.0,-0.07,-0.04,47.43,71.17
920,600399,抚顺特钢,3.91,2.09,0.08,170262.0,65996658.0,2.87,3.92,3.81,3.82,3.83,1.61,0.86,-13.16,1.44,7710911000.0,7710911000.0,0.26,0.26,-32.35,-33.05
921,688109,品茗科技,62.99,2.09,1.29,5634.0,35057171.0,5.56,63.28,59.85,59.85,61.7,1.64,0.71,-89.79,6.42,4966276477.0,4966276477.0,1.06,1.48,-35.1,-50.34
922,300726,宏达电子,50.15,2.08,1.02,98595.0,503710356.79,5.58,52.12,49.38,49.39,49.13,2.26,4.6,54.97,4.31,20653768227.0,10754086913.0,-0.54,-0.1,5.56,0.48
923,300721,怡达股份,21.13,2.08,0.43,53916.0,114083365.0,6.52,21.79,20.44,20.63,20.7,1.21,3.9,202.06,3.12,3483211595.0,2923370766.0,-0.05,0.57,0.62,65.99
924,000573,粤宏远Ａ,3.44,2.08,0.07,77783.0,26788233.0,4.15,3.49,3.35,3.35,3.37,1.5,1.23,13.15,1.37,2195685278.0,2177398977.0,-0.29,-0.29,-27.12,-15.69
925,300551,古鳌科技,8.39,2.07,0.17,55787.0,47013807.99,4.62,8.54,8.16,8.22,8.22,1.23,1.65,-20.69,9.31,2853127219.0,2844821279.0,-0.24,0.12,-38.76,-49.58
926,300040,九洲集团,7.4,2.07,0.15,946244.0,677853324.7,9.66,7.54,6.84,6.91,7.25,3.4,18.29,46.35,1.83,4761237226.0,3828582733.0,0.68,-0.94,4.08,23.33
927,600857,宁波中百,16.77,2.07,0.34,53694.0,89805030.0,4.87,17.05,16.25,16.36,16.43,1.05,2.39,49.37,4.3,3761845042.0,3761845042.0,-0.24,0.42,39.87,22.68
928,688681,科汇股份,13.83,2.07,0.28,9421.0,13002285.0,3.91,14.03,13.5,13.6,13.55,1.48,0.9,141.6,2.41,1447586100.0,1447586100.0,-0.07,0.14,-26.44,-20.47
929,605123,派克新材,73.9,2.07,1.5,8090.0,59411405.0,3.55,74.07,71.5,72.3,72.4,1.24,0.67,26.13,1.94,8954528919.0,8954528919.0,0.03,0.26,-26.16,-28.68
930,002491,通鼎互联,16.8,2.07,0.34,1002866.0,1719841411.24,7.9,17.62,16.32,16.65,16.46,2.26,8.52,100.75,8.2,20663907600.0,19764677033.0,-0.36,-0.24,7.35,180.0
931,600487,亨通光电,56.26,2.07,1.14,1082021.0,6157346478.0,5.39,58.18,55.21,56.11,55.12,1.61,4.41,31.38,4.37,138759228379.0,138042138419.0,-0.5,0.02,-18.78,130.01
933,002519,银河电子,4.92,2.07,0.1,162861.0,79970819.0,3.32,4.96,4.8,4.83,4.82,1.5,1.46,864.1,2.5,5542040018.0,5498613997.0,0.0,0.2,-37.48,-24.07
934,002442,龙星科技,4.44,2.07,0.09,44312.0,19634360.0,3.91,4.49,4.32,4.35,4.35,1.21,0.9,63.26,1.22,2234979166.0,2182307805.0,0.0,0.0,-23.97,-28.5
936,000969,安泰科技,15.88,2.06,0.32,124549.0,197531033.71,3.41,16.04,15.51,15.56,15.56,1.22,1.2,42.04,2.94,16682248024.0,16536635951.0,0.06,0.06,-22.54,-23.69
937,600955,维远股份,11.89,2.06,0.24,16287.0,19200863.0,3.09,11.94,11.58,11.65,11.65,0.96,0.3,22.92,0.86,6539500000.0,6539500000.0,0.08,0.0,-37.36,-26.38
938,603628,清源股份,8.92,2.06,0.18,22350.0,19855447.0,3.32,8.99,8.7,8.7,8.74,2.08,0.82,135.11,1.87,2431940977.0,2427789163.0,0.0,0.0,-32.17,-33.73
939,688115,思林杰,42.12,2.06,0.85,14485.0,61844811.0,8.7,43.66,40.07,40.07,41.27,1.58,1.55,186.5,3.09,3931396560.0,3931396560.0,0.33,0.19,20.76,-10.0
940,002169,智光电气,10.89,2.06,0.22,98356.0,107115916.0,4.12,11.04,10.6,10.6,10.67,1.21,1.3,93.48,3.12,8523647584.0,8261959501.0,0.18,0.09,-15.12,-5.22
941,600506,统一股份,13.89,2.06,0.28,28407.0,39053160.0,2.94,13.91,13.51,13.55,13.61,1.55,1.14,13.74,6.94,3467285888.0,3467285888.0,0.36,0.36,-12.09,-31.0
942,003008,开普检测,16.33,2.06,0.33,7538.0,12327673.0,1.63,16.48,16.22,16.24,16.0,1.47,0.97,60.88,1.67,1698320000.0,1269219921.0,0.37,0.31,-24.05,-22.42
943,688479,友车科技,27.88,2.05,0.56,16772.0,47195121.0,6.77,29.1,27.25,28.13,27.32,1.64,1.94,131.07,3.04,5612923157.0,2412299157.0,0.07,0.61,10.2,109.47
944,301043,绿岛风,36.77,2.05,0.74,5191.0,19182702.0,7.55,37.87,35.15,35.77,36.03,1.38,0.91,33.0,2.96,2500360000.0,2086614768.0,-0.14,-0.03,-29.3,-43.43
945,000567,海德股份,5.47,2.05,0.11,99748.0,54257006.0,3.54,5.52,5.33,5.35,5.36,0.99,0.51,6.37,1.77,10691619088.0,10658512887.0,-0.18,0.0,2.63,-14.8
946,605169,洪通燃气,9.45,2.05,0.19,16837.0,15865480.0,3.56,9.55,9.22,9.26,9.26,1.92,0.6,152.31,1.36,2673216000.0,2673216000.0,0.32,0.0,-23.91,-27.2
947,600617,国新能源,2.98,2.05,0.06,157913.0,46758409.0,4.11,3.01,2.89,2.9,2.92,2.09,0.89,11.43,1.8,5748991492.0,5291117213.0,0.34,0.34,-10.24,-5.1
948,002678,珠江钢琴,4.0,2.04,0.08,58953.0,23527887.35,4.34,4.06,3.89,3.9,3.92,1.68,0.43,-29.89,1.78,5433281292.0,5430297792.0,0.0,0.5,-30.92,-24.95
949,002809,红墙股份,7.01,2.04,0.14,32951.0,22965447.82,3.64,7.06,6.81,6.81,6.87,1.56,1.94,-37.63,0.94,1684224093.0,1191491691.0,0.0,0.14,-31.48,-33.81
950,605099,共创草坪,31.44,2.04,0.63,37705.0,119253498.0,7.04,33.0,30.83,33.0,30.81,8.2,0.94,15.75,4.21,12649710137.0,12622131723.0,-0.03,0.13,-16.96,-9.81
951,000960,锡业股份,32.55,2.04,0.65,235937.0,760901156.98,3.7,32.8,31.62,32.15,31.9,1.39,1.43,15.43,2.64,53558810038.0,53558810038.0,0.15,0.09,-13.64,18.28
952,600501,航天晨光,13.08,2.03,0.26,23550.0,30628383.0,2.65,13.12,12.78,12.78,12.82,1.07,0.55,-22.58,3.83,5595940536.0,5595940536.0,0.0,0.23,-42.71,-56.59
953,603289,泰瑞机器,7.55,2.03,0.15,13576.0,10230768.0,2.84,7.61,7.4,7.42,7.4,0.93,0.46,100.61,1.53,2215153949.0,2215153949.0,0.0,0.13,-35.47,-24.27
954,300905,宝丽迪,37.26,2.03,0.74,20812.0,77712805.34,3.92,37.94,36.51,36.51,36.52,1.12,1.49,47.42,3.46,6670124833.0,5203218567.0,0.03,0.35,-32.51,16.69
955,603912,佳力图,7.02,2.03,0.14,101425.0,71808093.0,5.67,7.25,6.86,6.86,6.88,1.91,1.87,-46.96,2.21,3804173865.0,3804173865.0,0.43,0.86,-35.71,-18.09
956,002378,章源钨业,23.16,2.03,0.46,146703.0,338817622.27,3.61,23.45,22.63,22.8,22.7,1.24,1.23,18.24,10.8,27824833145.0,27679010906.0,0.17,0.09,-24.51,64.72
957,688677,海泰新光,76.88,2.03,1.53,24852.0,191771301.0,5.18,78.9,75.0,75.35,75.35,1.51,2.07,48.82,7.02,9216143760.0,9216143760.0,0.52,0.46,-21.85,80.6
958,002625,光启技术,29.29,2.02,0.58,130596.0,377588049.7,2.93,29.34,28.5,28.82,28.71,1.37,0.61,89.56,6.5,63107878478.0,63107421554.0,-0.03,0.58,-26.79,-39.89
959,000655,金岭矿业,6.56,2.02,0.13,37937.0,24616441.64,2.95,6.57,6.38,6.43,6.43,2.15,0.64,27.8,1.13,3905431909.0,3905431909.0,0.31,0.31,-20.0,-29.99
961,301309,万得凯,25.28,2.02,0.5,4013.0,10202349.0,6.9,25.85,24.14,24.14,24.78,1.35,0.66,19.51,1.54,2541509632.0,1531485152.0,-0.2,0.0,-23.28,-8.8
962,000898,鞍钢股份,2.02,2.02,0.04,234667.0,46845825.01,2.53,2.02,1.97,1.98,1.98,1.82,0.29,-3.25,0.45,18925826941.0,16074099516.0,0.5,0.5,-12.17,-20.16
963,601908,京运通,3.03,2.02,0.06,251685.0,76014454.0,3.37,3.06,2.96,2.97,2.97,2.4,1.04,-12.21,0.99,7316246669.0,7316246669.0,0.0,-0.33,-27.86,-22.51
964,600067,冠城新材,2.54,2.01,0.05,116998.0,29680859.0,4.02,2.58,2.48,2.49,2.49,1.63,0.84,-42.93,0.64,3534838597.0,3534838597.0,-0.39,0.0,-35.37,-38.35
965,300904,威力传动,35.47,2.01,0.7,3714.0,13145541.0,3.68,35.88,34.6,34.6,34.77,1.27,1.7,-25.77,4.39,2567433239.0,773905671.0,-0.03,0.0,-37.44,-43.35
966,002454,松芝股份,4.56,2.01,0.09,50045.0,22648297.0,3.13,4.59,4.45,4.48,4.47,1.45,0.57,14.04,1.01,4008575981.0,4000733976.0,0.0,0.22,-37.19,-25.12
967,002441,众业达,7.6,2.01,0.15,23733.0,17938033.0,2.28,7.63,7.46,7.48,7.45,1.54,0.6,10.8,0.94,4138531428.0,3029011380.0,0.0,0.13,-16.48,-16.48
968,603118,共进股份,16.75,2.01,0.33,1468113.0,2483355555.0,9.99,17.64,16.0,17.06,16.42,4.18,18.65,134.84,2.61,13186879801.0,13186879801.0,0.06,1.82,11.07,46.03
969,000530,冰山冷热,4.6,2.0,0.09,71109.0,32644275.6,3.1,4.64,4.5,4.51,4.51,1.73,1.18,45.77,1.24,3878777532.0,2760536935.0,-0.22,-0.22,-18.44,-36.73
970,301098,金埔园林,6.63,2.0,0.13,37476.0,24788619.67,4.15,6.75,6.48,6.49,6.5,1.13,1.94,-22.4,1.1,1534524910.0,1279501960.0,-0.15,0.3,-25.51,-22.73
972,002342,巨力索具,7.18,1.99,0.14,253868.0,181423558.04,4.4,7.25,6.94,7.0,7.04,0.94,2.66,464.28,2.82,6892800000.0,6854674200.0,-0.14,0.0,-62.29,-21.87
973,002114,罗平锌电,6.15,1.99,0.12,33691.0,20617679.0,3.48,6.21,6.0,6.06,6.03,1.45,1.04,-12.6,2.75,1988880892.0,1988853561.0,0.16,0.0,-31.97,-26.96
975,002428,云南锗业,76.7,1.99,1.5,328019.0,2545730280.84,5.44,79.39,75.3,76.02,75.2,2.06,5.02,1375.14,34.25,50094304000.0,50087832438.0,-0.13,-0.12,-0.53,141.65
976,002064,华峰化学,11.26,1.99,0.22,252686.0,281204743.73,3.44,11.29,10.91,11.03,11.04,1.67,0.51,20.89,2.04,55878244280.0,55759413841.0,0.36,0.18,-1.66,3.3
978,000068,华控赛格,2.57,1.98,0.05,64544.0,16536141.0,3.57,2.6,2.51,2.53,2.52,1.46,0.64,-35.61,4.42,2587145662.0,2587145662.0,0.0,0.0,-20.43,-23.96
979,601727,上海电气,6.68,1.98,0.13,487917.0,323858933.0,2.44,6.72,6.56,6.58,6.55,2.43,0.39,68.22,1.89,103808012528.0,84272472768.0,0.0,0.0,-15.76,-22.42
980,601065,江盐集团,6.69,1.98,0.13,38884.0,25733274.0,2.9,6.7,6.51,6.54,6.56,2.4,0.6,40.89,0.97,4300171969.0,4300171969.0,0.0,0.15,-18.71,-18.22
981,600078,澄星股份,9.28,1.98,0.18,62842.0,57799284.0,3.52,9.31,8.99,9.0,9.1,1.04,0.95,56.93,3.69,6280823350.0,6148676150.0,0.11,0.32,-30.49,-3.23
982,301246,宏源药业,18.5,1.98,0.36,53138.0,98321324.2,5.62,18.96,17.94,18.16,18.14,1.55,3.12,12.82,1.61,7400125800.0,3146432825.0,-0.05,0.16,-24.21,-25.85
983,600808,马钢股份,2.58,1.98,0.05,403472.0,102316054.0,3.95,2.58,2.48,2.51,2.53,1.84,0.68,117.24,0.83,19867757460.0,15396798060.0,0.39,0.78,-34.52,-38.86
984,002723,小崧股份,6.7,1.98,0.13,48428.0,32521533.01,3.04,6.78,6.58,6.59,6.57,1.43,1.53,-18.53,3.03,2226744169.0,2124233881.0,0.15,0.3,-31.56,-20.9
985,601789,宁波建工,4.14,1.97,0.08,188034.0,77290957.0,2.96,4.15,4.03,4.05,4.06,1.86,1.73,8.52,1.02,6310982371.0,4499346163.0,0.0,0.24,-25.54,-16.19
986,600801,华新建材,21.18,1.97,0.41,66972.0,138657082.0,4.86,21.29,20.28,20.62,20.77,1.05,0.5,17.47,1.36,44033127846.0,28417156206.0,-0.09,-0.38,-7.47,-12.95
987,301566,达利凯普,22.74,1.97,0.44,166982.0,386585549.35,6.86,23.84,22.31,22.42,22.3,2.61,7.91,42.16,6.02,9096227400.0,4800113241.0,-0.26,0.13,-3.23,17.22
988,600320,振华重工,4.17,1.96,0.08,204428.0,84617115.0,2.44,4.19,4.09,4.09,4.09,1.65,0.62,14.56,1.4,21919862452.0,13803558599.0,-0.24,0.0,-16.27,-17.91
989,300722,新余国科,19.76,1.96,0.38,12449.0,24475608.5,2.37,19.8,19.34,19.38,19.38,1.2,0.45,386.6,8.75,5468708045.0,5468708045.0,0.05,0.05,-29.43,-44.09
991,000552,甘肃能化,2.6,1.96,0.05,326024.0,83939540.82,2.75,2.6,2.53,2.53,2.55,1.61,0.88,53.33,0.85,13914723618.0,9687115209.0,0.39,0.39,-4.41,12.55
992,603773,沃格光电,85.12,1.96,1.64,96967.0,839798335.0,7.89,89.25,82.66,84.82,83.48,1.87,4.32,-93.59,18.08,19131284601.0,19124645241.0,0.22,0.44,46.0,140.59
993,301314,科瑞思,34.37,1.96,0.66,5665.0,19727240.0,5.9,35.7,33.71,33.71,33.71,1.78,3.1,464.47,1.83,1898942500.0,627505532.0,-0.72,-0.35,-32.22,-17.74
994,002318,久立特材,19.25,1.96,0.37,70010.0,133304715.0,3.55,19.39,18.72,18.89,18.88,1.6,0.73,11.92,2.31,18810536360.0,18364983156.0,0.21,0.16,-29.82,-31.13
995,300930,屹通新材,21.85,1.96,0.42,7053.0,15394170.11,3.83,22.1,21.28,21.49,21.43,1.26,1.5,29.86,2.33,2185000000.0,1029681272.0,-0.14,0.05,-26.58,-26.18
996,002407,多氟多,30.36,1.95,0.58,585982.0,1784022361.58,4.84,30.99,29.55,29.79,29.78,1.6,5.43,24.06,4.23,36141532795.0,32751376594.0,0.23,-0.03,-7.58,-9.96
997,300129,泰胜风能,7.31,1.95,0.14,79317.0,57639930.0,3.07,7.37,7.15,7.17,7.17,1.06,1.1,148.86,1.41,8105717221.0,5253771460.0,-0.14,0.0,-34.2,-30.11
998,601515,衢州东峰,3.14,1.95,0.06,68152.0,21347417.0,4.55,3.2,3.06,3.08,3.08,1.25,0.35,-142.77,1.23,6042837907.0,6042837907.0,-0.32,-0.32,-31.74,-26.98
999,605399,晨光新材,9.43,1.95,0.18,18838.0,17721248.0,3.14,9.51,9.22,9.22,9.25,1.12,0.61,-37.93,1.43,2936231397.0,2933147787.0,0.11,0.11,-37.3,-30.25
1001,301020,密封科技,17.24,1.95,0.33,9833.0,16926769.0,3.49,17.42,16.83,16.89,16.91,1.16,0.67,21.04,2.57,2523936000.0,2523936000.0,-0.35,-0.35,-24.72,-21.35
1003,601868,中国能建,2.63,1.94,0.05,3307534.0,860996406.0,4.26,2.66,2.55,2.57,2.58,3.41,1.02,20.0,0.97,116351681929.0,85287553683.0,0.0,0.38,-9.31,11.91
1004,000709,河钢股份,2.1,1.94,0.04,559670.0,116617882.67,2.43,2.11,2.06,2.07,2.06,1.99,0.54,16.8,0.42,21707954293.0,21704366036.0,0.0,0.0,-5.41,-7.49
1005,002190,成飞集成,21.56,1.94,0.41,24852.0,53347581.48,2.74,21.6,21.02,21.4,21.15,2.25,0.69,-94.11,1.78,7734204635.0,7734204635.0,-0.05,-0.09,-29.45,-41.86
1007,600714,金瑞矿业,13.66,1.94,0.26,62461.0,85014907.0,4.33,13.78,13.2,13.39,13.4,1.33,2.17,-909.16,5.23,3936487889.0,3936487889.0,-0.22,0.37,-24.32,11.42
1008,300569,天能重工,4.72,1.94,0.09,79504.0,37353000.0,3.67,4.77,4.6,4.6,4.63,1.81,0.78,35.61,0.92,4827267513.0,4812738282.0,0.0,-0.21,-25.08,-17.48
1009,002150,正泰电源,22.15,1.93,0.42,64154.0,141438320.5,5.94,22.49,21.2,21.63,21.73,2.03,1.79,132.79,3.76,7993243986.0,7940874609.0,-0.18,-0.23,-23.78,10.75
1010,603271,永杰新材,43.34,1.93,0.82,12623.0,54331850.0,4.49,43.81,41.9,42.13,42.52,1.78,1.33,17.99,2.88,8587170900.0,4098923667.0,-0.3,0.0,-12.14,6.67
1011,300568,星源材质,12.13,1.93,0.23,304137.0,367561187.67,4.96,12.29,11.7,11.94,11.9,1.32,2.52,154.89,1.86,18137190106.0,14659856381.0,0.17,0.08,-24.33,-20.41
1012,603698,航天工程,22.83,1.92,0.43,146453.0,334263462.0,4.64,23.28,22.24,22.24,22.4,1.35,2.73,74.68,3.52,12236651700.0,12236651700.0,-0.13,0.26,-43.53,-40.98
1013,603612,索通发展,15.9,1.92,0.3,56334.0,88890298.0,3.65,16.03,15.46,15.5,15.6,1.35,1.13,9.59,1.35,7919860898.0,7919860898.0,0.0,-0.38,-36.98,-31.99
1014,002795,永和智控,5.3,1.92,0.1,84736.0,44869211.96,4.23,5.38,5.16,5.19,5.2,1.15,1.95,8.6,5.25,2340943363.0,2302473419.0,-0.19,0.19,-40.18,-15.87
1015,600725,云维股份,3.19,1.92,0.06,89655.0,28496391.0,3.51,3.21,3.1,3.1,3.13,2.03,0.73,-610.49,15.32,3931579300.0,3931579300.0,0.31,0.0,-21.81,-23.68
1016,002975,博杰股份,87.03,1.91,1.63,53624.0,472577748.9,6.11,89.88,84.66,86.0,85.4,1.51,3.9,68.71,7.7,18113617954.0,11953922014.0,-0.66,-0.08,-2.37,46.94
1017,000937,冀中能源,4.81,1.91,0.09,131953.0,63226265.44,2.97,4.83,4.69,4.72,4.72,1.67,0.35,41.96,0.99,18695996383.0,18166088063.0,0.0,0.21,-4.75,0.21
1018,600860,京城股份,7.48,1.91,0.14,24861.0,18570798.0,2.18,7.53,7.37,7.42,7.34,1.57,0.56,-31.78,4.96,4095195190.0,3321425094.0,0.0,0.0,-30.87,-40.35
1019,603001,奥康国际,5.87,1.91,0.11,62035.0,36481371.0,4.34,5.99,5.74,5.81,5.76,1.02,1.55,23.18,0.99,2353752600.0,2353752600.0,0.17,0.51,-31.9,-34.41
1020,600791,京能置业,6.41,1.91,0.12,60180.0,38676799.0,5.56,6.55,6.2,6.2,6.29,1.1,1.33,-9.75,-4.79,2902960800.0,2899330791.0,0.16,0.0,-51.37,36.97
1021,301071,力量钻石,60.8,1.91,1.14,75005.0,461054232.67,6.08,63.0,59.37,59.66,59.66,1.75,4.01,107.51,2.93,15470577814.0,11372585098.0,-0.2,0.25,19.66,71.51
1022,002090,金智科技,8.54,1.91,0.16,30244.0,25787252.0,2.98,8.61,8.36,8.37,8.38,1.13,0.76,39.12,2.21,3420928186.0,3400531336.0,0.0,0.12,-18.36,-27.38
1023,600775,南京熊猫,8.55,1.91,0.16,50591.0,43163083.0,2.5,8.6,8.39,8.42,8.39,1.36,0.75,-146.48,2.52,7813319423.0,5744219423.0,0.0,0.35,-33.26,-29.98
1024,600435,北方导航,10.16,1.91,0.19,81554.0,82231964.0,2.31,10.18,9.95,9.98,9.97,1.87,0.54,-244.3,5.36,15365554730.0,15365554730.0,-0.1,0.3,-29.64,-34.03
1027,002205,国统股份,9.1,1.9,0.17,12515.0,11391233.0,3.25,9.22,8.93,9.06,8.93,1.42,0.67,-12.37,6.59,1691173375.0,1691173375.0,0.11,0.11,-28.52,-33.96
1028,600500,中化国际,4.85,1.89,0.09,285847.0,138773519.0,3.15,4.92,4.77,4.78,4.76,1.01,0.8,-20.16,1.71,17403285570.0,17403285570.0,0.0,0.41,12.79,23.72
1029,300048,合康新能,4.84,1.89,0.09,50445.0,24284666.0,3.37,4.87,4.71,4.73,4.75,1.14,0.45,-118.38,2.99,5480561208.0,5470320978.0,0.21,0.21,-25.42,-18.66
1030,603949,雪龙集团,12.37,1.89,0.23,15729.0,19351841.0,2.97,12.44,12.08,12.08,12.14,0.57,0.75,27.79,2.46,2606813053.0,2600239239.0,0.24,0.49,-29.23,-33.32
1031,600496,精工钢构,3.24,1.89,0.06,162736.0,52289371.0,2.2,3.25,3.18,3.19,3.18,2.04,0.82,10.65,0.72,6448006941.0,6448006941.0,0.0,0.31,-9.5,-17.56
1032,600997,开滦股份,5.39,1.89,0.1,48632.0,26084010.0,3.59,5.42,5.23,5.24,5.29,1.21,0.31,-19.58,0.63,8558241197.0,8558241197.0,0.0,0.19,-7.71,-5.93
1033,002666,德联集团,3.78,1.89,0.07,49604.0,18657869.0,2.7,3.8,3.7,3.71,3.71,1.33,0.99,23.78,0.84,2978637358.0,1892524772.0,0.53,0.53,-23.79,-31.4
1034,002724,海洋王,4.86,1.89,0.09,26693.0,12934444.0,2.52,4.89,4.77,4.77,4.77,1.45,0.47,-39.14,1.4,3749480251.0,2759386996.0,0.0,0.0,-30.77,-27.25
1035,002058,威尔泰,15.07,1.89,0.28,11868.0,17973277.0,4.26,15.43,14.8,15.18,14.79,1.44,0.83,71.95,34.12,2161766363.0,2156638027.0,-0.33,-0.4,-36.89,-35.54
