序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd
2613,688768,容知日新,37.49,0.51,0.19,4146.0,15410521.0,5.09,38.38,36.48,37.9,37.3,1.09,0.48,-36.12,3.13,3298696850.0,3271510452.0,2.04,2.26,-17.06,-13.1
2614,001287,中电港,22.0,0.5,0.11,136326.0,301946049.2,3.79,22.52,21.69,21.88,21.89,1.08,1.79,26.38,3.07,16717802134.0,16717802134.0,-0.32,-0.09,-20.03,-2.4
2616,300844,山水比德,19.93,0.5,0.1,6381.0,12745208.0,4.19,20.27,19.44,19.74,19.83,1.13,0.71,-11.86,2.43,1857692838.0,1790728038.0,-0.35,-0.1,-42.5,-43.84
2617,002314,南山控股,2.01,0.5,0.01,60684.0,12171832.0,2.5,2.03,1.98,2.0,2.0,0.9,0.45,-9.51,0.81,5442642851.0,2690031318.0,0.0,0.0,-17.62,-29.47
2619,600316,洪都航空,25.96,0.5,0.13,34136.0,88013667.0,2.13,26.07,25.52,25.71,25.83,1.29,0.48,804.74,3.46,18616292732.0,18616292732.0,-0.38,0.12,-33.35,-25.59
2620,300507,苏奥传感,5.99,0.5,0.03,24953.0,14990065.8,1.68,6.06,5.96,5.99,5.96,0.96,0.32,92.03,2.26,4795874973.0,4642199229.0,-0.17,-0.17,-24.75,-34.39
2621,603181,皇马科技,12.09,0.5,0.06,14354.0,17319767.0,1.5,12.13,11.95,12.03,12.03,0.49,0.24,15.83,2.04,7117383000.0,7117383000.0,-0.08,0.08,-22.1,-14.07
2622,301418,协昌科技,32.12,0.5,0.16,6740.0,21773362.0,2.41,32.7,31.93,31.99,31.96,0.89,2.29,69.37,1.46,2355466688.0,945495048.0,0.0,0.53,-18.87,-11.76
2623,603983,丸美生物,30.32,0.5,0.15,41832.0,124791093.0,6.07,30.73,28.9,30.24,30.17,2.28,1.04,30.09,3.65,12158320000.0,12158320000.0,-0.39,-0.39,22.85,-7.84
2624,300753,爱朋医疗,18.25,0.5,0.09,31185.0,57156792.0,3.14,18.58,18.01,18.38,18.16,0.92,3.55,-130.97,3.47,2300376000.0,1604066157.0,-0.16,-0.33,-31.6,-34.23
2625,688602,康鹏科技,5.98,0.5,0.03,18615.0,11181806.0,1.68,6.05,5.95,5.95,5.95,0.89,0.36,-61.69,1.14,3105862500.0,3105862500.0,-0.17,0.34,-22.74,-31.11
2626,002290,禾盛新材,58.59,0.5,0.29,33126.0,194775290.25,3.72,59.65,57.48,58.27,58.3,1.06,1.34,84.31,15.16,14536901415.0,14483216862.0,-0.32,-0.15,-27.79,28.8
2627,003028,振邦智能,20.11,0.5,0.1,2656.0,5355369.2,1.35,20.28,20.01,20.01,20.01,0.82,0.38,127.16,1.68,2898256217.0,1421649201.0,-0.1,0.2,-28.69,-31.58
2628,600269,赣粤高速,3.99,0.5,0.02,99921.0,39691447.0,1.26,3.99,3.94,3.96,3.97,1.08,0.43,8.47,0.48,9318273986.0,9318273986.0,0.0,0.0,-5.45,-20.52
2629,002572,索菲亚,7.98,0.5,0.04,47350.0,37483293.0,2.27,8.0,7.82,7.91,7.94,1.21,0.73,-49.99,1.17,7685116369.0,5198679688.0,0.0,0.38,-32.6,-37.7
2630,300196,长海股份,16.37,0.49,0.08,71759.0,118298987.56,4.3,16.78,16.08,16.23,16.29,1.31,2.9,20.64,1.43,6692418235.0,4043878350.0,-0.49,0.24,-12.13,15.2
2631,300230,永利股份,4.07,0.49,0.02,31867.0,12946782.0,1.48,4.09,4.03,4.04,4.05,1.27,0.51,20.21,1.06,3309778705.0,2563377571.0,0.0,0.25,-9.56,-11.52
2632,000683,博源化工,6.17,0.49,0.03,436819.0,265327170.98,4.56,6.22,5.94,6.1,6.14,1.45,1.31,13.65,1.93,22932850725.0,20620831182.0,-0.16,0.0,-28.75,-13.59
2633,600674,川投能源,16.37,0.49,0.08,150368.0,245979267.0,1.53,16.44,16.19,16.26,16.29,0.87,0.31,13.73,1.72,79797313774.0,79797313774.0,-0.06,0.06,9.65,17.77
2634,688183,生益电子,101.49,0.49,0.49,64628.0,667112667.0,4.85,105.5,100.6,103.02,101.0,1.06,0.77,47.79,15.02,85007134339.0,85007134339.0,-0.07,0.34,-7.42,6.72
2635,301180,万祥科技,10.2,0.49,0.05,15794.0,16167931.0,3.35,10.35,10.01,10.15,10.15,1.13,0.96,-990.15,3.12,4080102000.0,1674207620.0,-0.29,0.2,-41.58,-38.92
2636,600736,苏州高新,6.12,0.49,0.03,68217.0,41728141.0,1.81,6.16,6.05,6.07,6.09,0.93,0.59,8.19,0.95,7045912591.0,7045912591.0,0.16,0.16,-27.83,-9.2
2637,605055,迎丰股份,8.21,0.49,0.04,27049.0,22374993.0,5.51,8.46,8.01,8.13,8.17,1.38,0.61,-49.38,3.78,3612400000.0,3612400000.0,0.24,0.12,-26.89,-14.92
2638,600369,西南证券,4.11,0.49,0.02,170691.0,70172974.0,1.47,4.14,4.08,4.09,4.09,1.16,0.26,22.0,1.05,27311398500.0,27311398500.0,0.0,0.0,0.98,-6.59
2639,300851,交大思诺,20.67,0.49,0.1,5136.0,10649473.0,2.77,20.98,20.41,20.41,20.57,1.0,1.04,135.7,1.4,1796913378.0,1019844551.0,-0.19,-0.19,-27.73,-20.83
2640,002242,九阳股份,8.23,0.49,0.04,17985.0,14710674.56,1.47,8.25,8.13,8.17,8.19,1.02,0.24,18.95,1.86,6279629910.0,6268673517.0,0.24,0.24,-26.65,-20.02
2641,000931,中 关 村,4.11,0.49,0.02,22134.0,9078326.09,2.2,4.15,4.06,4.08,4.09,0.85,0.29,-47.61,1.93,3095351896.0,3086731377.0,0.0,0.24,-17.3,-15.26
2642,688283,坤恒顺维,24.86,0.49,0.12,6438.0,16009935.0,2.79,25.24,24.55,24.55,24.74,1.06,0.53,172.07,3.16,3027948000.0,3027948000.0,0.24,0.24,-45.51,-37.91
2643,002928,华夏航空,6.11,0.49,0.03,109799.0,66620572.75,1.64,6.12,6.02,6.05,6.08,1.4,0.86,14.57,1.96,7810055871.0,7810016308.0,0.0,0.16,-28.2,-44.71
2644,603025,大豪科技,12.37,0.49,0.06,23933.0,29598262.0,2.03,12.47,12.22,12.3,12.31,1.02,0.22,14.52,5.61,13813019542.0,13720491942.0,0.08,0.08,-21.16,-29.35
2645,301632,广东建科,14.47,0.49,0.07,5797.0,8367415.94,1.74,14.54,14.29,14.41,14.4,0.87,0.79,433.52,2.23,6056563200.0,1060101140.0,0.14,0.14,-30.16,-39.86
2646,002098,浔兴股份,6.19,0.49,0.03,9671.0,5983176.0,3.08,6.25,6.06,6.13,6.16,0.71,0.27,18.43,1.49,2216020000.0,2216020000.0,0.32,0.0,-29.26,-36.32
2647,000777,中核科技,16.29,0.49,0.08,32859.0,53034338.41,3.21,16.42,15.9,16.08,16.21,1.18,0.86,-145.82,2.59,6245872590.0,6245762372.0,-0.06,-0.06,-25.14,-36.71
2648,601136,首创证券,14.25,0.49,0.07,27956.0,39817734.0,1.06,14.29,14.14,14.17,14.18,0.75,0.1,49.52,2.79,38950006650.0,38950006650.0,0.07,-0.07,-11.05,-24.16
2650,601968,宝钢包装,4.18,0.48,0.02,28075.0,11687867.0,1.92,4.2,4.12,4.16,4.16,0.94,0.22,20.39,1.18,5332758143.0,5332758143.0,0.0,0.0,-19.92,-21.28
2651,300657,弘信电子,33.84,0.48,0.16,149908.0,509944459.59,5.58,34.81,32.93,33.61,33.68,1.75,3.2,107.57,11.48,16315131861.0,15854172416.0,-0.32,0.09,-5.66,22.34
2652,002535,林州重机,2.09,0.48,0.01,70649.0,14772152.18,3.37,2.12,2.05,2.07,2.08,1.33,0.95,79.53,2.82,1675517625.0,1559763886.0,0.0,0.0,-38.35,-46.13
2654,688075,安旭生物,27.48,0.48,0.13,2089.0,5726333.0,1.35,27.57,27.2,27.38,27.35,0.8,0.16,-84.27,0.69,3492235481.0,3492235481.0,-0.25,-0.25,-25.53,-27.44
2656,600168,武汉控股,4.2,0.48,0.02,32244.0,13529956.0,1.67,4.22,4.15,4.15,4.18,1.81,0.32,25.26,0.77,4172269790.0,4172269790.0,0.0,0.0,-14.46,-17.0
2657,301070,开勒股份,58.64,0.48,0.28,15619.0,92901171.42,4.68,60.82,58.09,58.53,58.36,0.94,1.84,-261.33,10.2,7398863063.0,4973485337.0,-0.44,0.6,-14.99,33.21
2658,603323,苏农银行,4.21,0.48,0.02,106419.0,44708913.0,1.19,4.23,4.18,4.18,4.19,0.85,0.48,5.06,0.49,9347865396.0,9347865396.0,0.24,0.24,-3.66,-6.03
2659,300128,锦富技术,4.15,0.48,0.02,114612.0,47999502.0,3.63,4.25,4.1,4.1,4.13,1.06,0.88,-24.64,12.78,5391328960.0,5384480837.0,-0.48,-0.48,-32.41,-43.15
2660,600439,瑞贝卡,2.08,0.48,0.01,49171.0,10173927.0,1.93,2.09,2.05,2.06,2.07,1.1,0.43,153.57,0.94,2354529715.0,2354529715.0,0.0,0.48,-16.8,-24.91
2661,002324,普利特,8.58,0.47,0.04,99873.0,85475594.72,2.58,8.67,8.45,8.5,8.54,1.73,1.29,50.18,2.06,9543845008.0,6660447754.0,0.0,0.12,-47.59,-46.17
2662,603280,南方路机,23.31,0.47,0.11,2594.0,6029370.0,1.98,23.46,23.0,23.19,23.2,0.89,0.24,56.33,1.86,2526959408.0,2526959408.0,0.13,0.26,-30.71,-37.2
2663,002543,万和电气,6.36,0.47,0.03,22262.0,14046420.0,2.21,6.39,6.25,6.3,6.33,1.31,0.34,14.85,1.02,4729296000.0,4207891122.0,0.16,0.16,-21.77,-36.21
2665,688726,拉普拉斯,38.43,0.47,0.18,25769.0,98934560.0,2.64,38.87,37.86,38.38,38.25,1.1,1.17,32.34,3.81,15576685443.0,8451697536.0,0.23,0.31,-33.99,7.68
2666,603809,豪能股份,8.51,0.47,0.04,27300.0,23148746.0,1.65,8.54,8.4,8.44,8.47,0.88,0.3,18.9,2.16,7831657748.0,7831657748.0,0.12,0.24,-19.34,-40.07
2667,301459,丰茂股份,29.77,0.47,0.14,2611.0,7755709.44,1.72,29.92,29.41,29.51,29.63,0.91,1.0,35.72,2.47,3099706581.0,776966962.0,0.44,-0.1,-17.97,-32.62
2668,603305,旭升集团,10.69,0.47,0.05,63808.0,67931325.0,1.79,10.74,10.55,10.62,10.64,1.07,0.55,24.68,1.35,12354524464.0,12354524464.0,0.0,0.28,-26.22,-33.27
2669,001227,兰州银行,2.12,0.47,0.01,343434.0,72814905.48,1.42,2.13,2.1,2.11,2.11,1.3,0.81,5.68,0.39,12074877996.0,8941100066.0,-0.47,0.0,-4.5,-5.36
2670,301616,浙江华业,32.07,0.47,0.15,2123.0,6830135.0,2.76,32.48,31.6,31.72,31.92,0.9,0.75,43.48,1.8,2565600000.0,910845437.0,0.0,-0.03,-32.85,-36.72
2671,600993,马应龙,23.58,0.47,0.11,25694.0,60483764.0,2.34,23.8,23.25,23.36,23.47,1.02,0.6,11.95,2.21,10164250750.0,10146897638.0,0.08,-0.21,-6.24,-15.79
2672,600301,华锡有色,40.59,0.47,0.19,53225.0,217102443.0,4.8,41.74,39.8,40.7,40.4,1.37,1.93,35.29,5.42,25675913973.0,11175875292.0,-0.49,-0.37,-24.34,6.9
2673,600814,杭州解百,6.36,0.47,0.03,13735.0,8691273.0,1.58,6.38,6.28,6.33,6.33,0.74,0.19,12.93,1.24,4675099883.0,4675099883.0,0.32,0.16,-16.43,-20.7
2674,301511,德福科技,80.48,0.47,0.38,116101.0,956192319.01,5.92,84.78,80.04,81.54,80.1,1.2,3.1,86.14,12.39,50728314560.0,30150306984.0,-0.73,0.16,33.78,125.5
2675,300169,天晟新材,4.28,0.47,0.02,30847.0,13259209.0,3.76,4.35,4.19,4.26,4.26,1.23,1.02,-568.03,13.56,1453035775.0,1291429147.0,0.0,-0.23,-27.58,-31.52
2676,301187,欧圣电气,12.86,0.47,0.06,6187.0,7945661.0,3.13,13.09,12.69,12.82,12.8,0.87,0.24,73.72,2.32,3278445132.0,3278445132.0,0.23,0.23,-35.18,-51.85
2677,000727,冠捷科技,2.15,0.47,0.01,227104.0,48679040.68,1.87,2.16,2.12,2.13,2.14,1.19,0.5,-8.61,5.4,9738569007.0,9738569007.0,0.0,0.0,-16.99,-15.35
2678,601828,美凯龙,2.13,0.47,0.01,123517.0,26283191.0,2.36,2.15,2.1,2.13,2.12,1.22,0.34,48.63,0.41,9273355169.0,7694416769.0,0.0,0.47,-9.75,-21.11
2680,000589,贵州轮胎,4.27,0.47,0.02,77294.0,32928189.6,1.18,4.28,4.23,4.24,4.25,1.13,0.5,9.21,0.73,6637245744.0,6593352706.0,0.0,0.0,-4.47,-16.11
2681,002635,安洁科技,12.98,0.46,0.06,82557.0,107210544.38,3.02,13.19,12.8,12.9,12.92,0.87,2.09,61.35,1.49,8562734352.0,5134019755.0,-0.15,0.15,-19.68,-5.32
2682,301355,南王科技,8.75,0.46,0.04,10380.0,9125314.0,2.99,8.89,8.63,8.65,8.71,1.01,0.74,223.85,1.16,1707106870.0,1222531870.0,0.34,0.34,-28.92,-34.31
2684,603007,顺景科技,4.37,0.46,0.02,72409.0,31660009.0,2.53,4.42,4.31,4.31,4.35,1.06,1.04,-158.78,16.49,3865029461.0,3037539057.0,0.46,0.23,-28.48,-27.65
2685,601186,中国铁建,6.56,0.46,0.03,240258.0,157062535.0,0.92,6.56,6.5,6.52,6.53,1.12,0.21,5.07,0.33,89081792240.0,75461290480.0,0.15,0.31,-3.67,-14.47
2686,600153,建发股份,8.67,0.46,0.04,66025.0,57005901.0,2.2,8.73,8.54,8.63,8.63,1.0,0.23,8.96,0.6,25138999237.0,25138999237.0,0.23,0.12,2.6,1.4
2687,603182,嘉华股份,10.89,0.46,0.05,5327.0,5792578.0,1.94,10.98,10.77,10.79,10.84,0.84,0.32,16.4,1.63,1791949500.0,1791949500.0,0.28,0.28,-24.95,-30.28
2688,300609,汇纳科技,24.2,0.46,0.11,9644.0,23516360.0,3.24,24.61,23.83,24.0,24.09,0.79,0.8,-35.94,3.17,2906768165.0,2902286809.0,0.12,0.17,-36.32,-37.26
2689,688811,有研复材,21.72,0.46,0.1,20267.0,44054450.0,2.73,21.99,21.4,21.4,21.62,0.93,2.2,10241.17,7.02,10896350701.0,2000978827.0,0.18,0.32,-2.56,240.97
2690,002419,天虹股份,4.34,0.46,0.02,38038.0,16412426.0,2.08,4.36,4.27,4.31,4.32,1.07,0.33,8.36,1.22,4953053522.0,4952980285.0,0.23,0.23,-20.95,-20.51
2691,603124,江南新材,120.35,0.46,0.55,25709.0,312462982.0,4.21,124.29,119.25,120.99,119.8,1.73,3.31,56.1,9.42,17540434700.0,9340220284.0,-0.19,0.33,-7.58,53.49
2692,600675,中华企业,2.17,0.46,0.01,119420.0,25720186.0,2.31,2.18,2.13,2.15,2.16,1.28,0.2,-35.4,0.91,13120113668.0,13120113668.0,0.93,0.46,-16.54,-19.93
2693,603637,镇海股份,10.86,0.46,0.05,24723.0,26852832.0,3.52,11.0,10.62,10.74,10.81,1.06,1.04,-344.19,2.54,2592128624.0,2592128624.0,0.0,0.46,-33.21,0.84
2694,002530,金财互联,6.6,0.46,0.03,43447.0,28581740.62,2.13,6.64,6.5,6.54,6.57,1.12,0.63,79.76,3.87,5142707955.0,4587814004.0,-0.15,0.15,-25.34,-38.6
2695,605305,中际联合,39.09,0.46,0.18,21196.0,81990003.0,3.47,39.45,38.1,38.99,38.91,1.6,1.0,16.12,2.78,8307406800.0,8307406800.0,0.1,-0.05,-14.18,-5.31
2696,002913,奥士康,44.1,0.46,0.2,29156.0,129886012.37,3.6,45.5,43.92,44.8,43.9,1.27,0.95,200.51,3.23,13995598226.0,13469856548.0,-0.81,-0.23,-9.67,3.91
2698,688609,九联科技,8.85,0.45,0.04,70296.0,62817034.0,3.86,9.11,8.77,8.83,8.81,1.17,1.41,76.53,4.79,4619283147.0,4425000000.0,0.0,0.45,-6.65,-13.32
2699,300675,建科院,11.13,0.45,0.05,10081.0,11257645.0,3.07,11.3,10.96,10.96,11.08,1.01,0.69,-20.81,3.32,1632400371.0,1632400371.0,0.09,0.45,-29.82,-28.75
2700,300797,钢研纳克,11.04,0.45,0.05,11178.0,12344086.5,1.36,11.11,10.96,10.99,10.99,1.06,0.29,44.79,3.25,4225319438.0,4213905999.0,-0.27,0.18,-27.61,-34.36
2701,002614,奥佳华,4.49,0.45,0.02,30278.0,13565935.0,2.01,4.52,4.43,4.46,4.47,1.34,0.69,-10.59,0.66,2800589026.0,1981283716.0,0.0,0.22,-24.16,-37.73
2702,301317,鑫磊股份,44.31,0.45,0.2,13836.0,62717267.5,5.26,46.44,44.12,44.71,44.11,1.11,2.65,-89.68,5.9,6965088900.0,2312837239.0,-0.47,-0.05,-20.35,38.69
2704,301598,博科测试,44.8,0.45,0.2,1486.0,6674711.0,1.86,45.25,44.42,44.5,44.6,0.71,0.85,37.32,2.78,2638595590.0,786137990.0,0.16,-0.24,-27.74,-27.13
2705,000501,武商集团,6.88,0.44,0.03,19506.0,13383777.0,1.46,6.91,6.81,6.84,6.85,0.76,0.25,10.72,0.48,5290669989.0,5285861970.0,0.15,0.15,-15.38,-31.34
2706,600549,厦门钨业,49.78,0.44,0.22,204265.0,1025120250.0,3.49,50.99,49.26,50.23,49.56,1.25,1.31,17.85,4.47,79030022418.0,77354733964.0,-0.4,-0.24,-18.9,22.43
2707,002395,双象股份,11.29,0.44,0.05,18076.0,20526818.0,2.58,11.54,11.25,11.3,11.24,1.8,0.67,25.02,2.02,3028079610.0,3027817185.0,-0.09,0.09,-38.1,-31.7
2708,600787,中储股份,4.55,0.44,0.02,65315.0,29628145.0,1.55,4.57,4.5,4.51,4.53,0.92,0.3,33.71,0.72,9873862098.0,9873862098.0,0.0,0.22,-13.5,-17.42
2709,001299,美能能源,9.12,0.44,0.04,12263.0,11233457.1,2.64,9.24,9.0,9.02,9.08,0.91,0.43,25.87,2.55,2865642505.0,2579822517.0,0.0,-0.11,-17.84,-16.94
2710,000768,中航西飞,20.56,0.44,0.09,67147.0,137566056.85,1.42,20.63,20.34,20.47,20.47,1.02,0.24,58.05,2.59,57169344376.0,57083072025.0,0.05,0.15,-12.99,-18.51
2711,002541,鸿路钢构,20.38,0.44,0.09,65615.0,130401666.46,5.67,20.55,19.4,20.04,20.29,1.61,1.32,23.82,1.45,14062589054.0,10112149806.0,0.15,-0.1,6.09,26.11
2712,001330,博纳影业,4.53,0.44,0.02,190222.0,85788830.0,3.33,4.58,4.43,4.46,4.51,0.8,1.64,-35.16,1.64,6226570998.0,5267698369.0,-0.22,-0.22,-42.0,-40.39
2713,002787,华源控股,20.74,0.44,0.09,59411.0,124110798.0,4.07,21.3,20.46,20.79,20.65,1.23,2.39,67.32,3.73,6893949515.0,5145246356.0,-0.1,0.63,-2.99,66.59
2714,301556,托普云农,52.93,0.44,0.23,2686.0,14173219.25,1.59,53.19,52.35,52.89,52.7,0.78,0.91,184.27,4.65,4513870400.0,1560376400.0,0.21,0.36,-41.84,-45.88
2715,000007,全新好,9.08,0.44,0.04,29888.0,27220402.0,3.87,9.26,8.91,9.09,9.04,0.98,0.86,-362.3,17.56,3145748240.0,3145748240.0,0.22,0.0,-34.44,-20.63
2717,002771,真视通,11.42,0.44,0.05,41082.0,47026392.0,3.43,11.63,11.24,11.27,11.37,1.44,2.35,-45.23,4.05,2395506022.0,1992957360.0,-0.17,0.26,-24.62,-24.52
2718,000008,神州高铁,2.29,0.44,0.01,89610.0,20492384.4,1.32,2.3,2.27,2.28,2.28,0.73,0.33,-51.15,2.88,6220504894.0,6220320020.0,0.0,0.0,-13.91,-19.65
2719,300333,兆日科技,6.9,0.44,0.03,23293.0,16100302.0,2.47,6.97,6.8,6.85,6.87,1.0,0.7,-130.47,4.11,2318400000.0,2309982462.0,0.0,-0.14,-22.65,-40.0
2720,300433,蓝思科技,36.96,0.43,0.16,422610.0,1584207056.32,5.38,38.48,36.5,37.27,36.8,1.13,0.85,-326.04,3.72,195102262555.0,183680112333.0,-0.43,0.03,44.88,23.94
2721,002133,广宇集团,2.34,0.43,0.01,54344.0,12700537.0,2.58,2.37,2.31,2.32,2.33,1.22,0.71,-108.79,0.63,1811497370.0,1801496270.0,0.0,0.0,-28.22,-30.97
2722,301149,隆华新材,7.05,0.43,0.03,21821.0,15364376.01,2.42,7.12,6.95,7.01,7.02,0.96,0.64,21.1,1.9,3940950162.0,2397780879.0,-0.28,-0.42,-28.57,-13.18
2723,002301,齐心集团,7.03,0.43,0.03,86533.0,61422871.0,3.57,7.21,6.96,6.98,7.0,1.01,1.21,29.79,1.64,5089775769.0,5047471268.0,0.14,0.0,-1.4,-7.98
2724,600015,华夏银行,6.98,0.43,0.03,291355.0,202910132.0,1.29,7.0,6.91,6.92,6.95,1.29,0.19,5.57,0.35,111086200707.0,107402823401.0,0.14,0.29,-2.38,3.1
2725,002035,华帝股份,4.65,0.43,0.02,31816.0,14737115.0,1.51,4.66,4.59,4.6,4.63,0.94,0.41,9.75,1.05,3941589324.0,3636475152.0,0.22,0.22,-21.59,-22.5
2726,600552,凯盛科技,16.35,0.43,0.07,470475.0,783600570.0,4.67,17.03,16.27,16.61,16.28,2.0,4.98,138.3,3.62,15444322717.0,15444322717.0,-0.24,0.06,8.78,32.39
2727,603806,福斯特,13.96,0.43,0.06,81130.0,113032994.0,1.65,14.03,13.8,13.89,13.9,0.79,0.31,29.2,2.31,36418090000.0,36418090000.0,0.07,0.29,-20.68,1.09
2728,601200,上海环境,6.98,0.43,0.03,30637.0,21339593.0,1.15,7.0,6.92,6.94,6.95,1.01,0.23,14.96,0.8,9396687152.0,9396687152.0,0.14,0.29,-13.83,-13.29
2729,603590,康辰药业,32.97,0.43,0.14,19976.0,66538119.0,4.02,33.94,32.62,32.79,32.83,1.22,1.26,27.76,1.66,5242575427.0,5216628037.0,-0.18,-0.18,-5.53,-16.32
2730,600778,友好集团,4.7,0.43,0.02,36380.0,17067694.0,3.21,4.77,4.62,4.63,4.68,1.4,1.17,17.32,5.79,1464009354.0,1462709945.0,0.21,0.21,-25.04,-29.54
2731,301065,本立科技,16.88,0.42,0.07,6975.0,11794289.0,2.74,17.15,16.69,16.8,16.81,1.42,0.81,42.25,1.32,1789617600.0,1456533000.0,0.12,0.24,-27.52,-19.85
2732,688226,威腾电气,28.87,0.42,0.12,27304.0,78836109.0,5.01,29.49,28.05,28.28,28.75,1.28,1.45,202.97,2.83,5660995372.0,5449949262.0,0.0,0.31,-49.0,-22.18
2733,000625,长安汽车,7.24,0.42,0.03,299736.0,216516801.7,2.5,7.33,7.15,7.26,7.21,1.04,0.36,51.19,0.94,71769436168.0,59854581656.0,0.0,-0.14,-26.05,-38.33
2734,300971,博亚精工,16.79,0.42,0.07,7509.0,12634052.0,1.73,16.94,16.65,16.72,16.72,0.89,0.81,40.43,1.87,1974504000.0,1548924512.0,0.0,0.18,-29.48,-30.65
2735,300950,德固特,14.36,0.42,0.06,8608.0,12406658.7,2.8,14.6,14.2,14.28,14.3,1.5,0.88,101.84,2.76,2206327840.0,1407976819.0,-0.28,0.07,-32.83,-36.63
2736,300846,首都在线,19.32,0.42,0.08,216308.0,423055789.39,5.3,20.05,19.03,19.11,19.24,1.97,5.2,-113.16,12.56,9742615527.0,8040638732.0,-0.21,0.16,-32.16,-15.37
2737,688157,松井股份,16.67,0.42,0.07,9177.0,15476587.0,3.49,17.19,16.61,16.85,16.6,1.07,0.49,-114.4,2.33,3129247324.0,3129247324.0,0.0,0.06,-47.46,-44.73
2738,605218,伟时电子,12.04,0.42,0.05,9302.0,11247984.0,2.17,12.2,11.94,12.14,11.99,0.84,0.44,-28.54,1.65,2923489241.0,2562514858.0,-0.08,0.25,-31.0,-34.67
2739,300397,天和防务,9.58,0.42,0.04,52806.0,50781912.0,2.73,9.73,9.47,9.51,9.54,1.0,1.29,116.64,3.46,4958960017.0,3910199768.0,-0.21,0.0,-24.86,-35.36
2740,001313,粤海饲料,7.09,0.42,0.03,31441.0,22160481.0,1.98,7.12,6.98,7.07,7.06,0.75,0.45,110.21,1.94,4963000000.0,4956996550.0,0.14,0.28,-16.98,-3.14
2741,001306,夏厦精密,45.7,0.42,0.19,3070.0,13908445.0,2.15,45.88,44.9,45.51,45.51,1.14,1.98,-32.57,2.23,2872272420.0,708350000.0,0.53,0.46,-32.81,-48.65
2742,605069,正和生态,9.5,0.42,0.04,19942.0,19212941.0,4.23,9.8,9.4,9.46,9.46,1.0,0.94,-38.97,2.93,2011128891.0,2011128891.0,0.21,0.21,-32.34,-35.37
2743,600249,两面针,4.77,0.42,0.02,26197.0,12527945.0,2.74,4.83,4.7,4.75,4.75,0.99,0.48,-17.13,1.23,2623500000.0,2623500000.0,0.0,0.0,-19.7,-17.04
2744,002801,微光股份,26.28,0.42,0.11,2944.0,7738465.0,1.64,26.43,26.0,26.0,26.17,0.73,0.25,10.92,3.08,6034728960.0,3043294956.0,-0.11,-0.27,-16.04,-25.04
2745,605136,丽人丽妆,7.16,0.42,0.03,27903.0,19980439.0,2.66,7.27,7.08,7.13,7.13,1.06,0.7,69.34,1.19,2867282860.0,2867282860.0,0.14,0.14,-32.33,-34.61
2746,605259,绿田机械,16.77,0.42,0.07,1829.0,3058984.0,1.5,16.83,16.58,16.58,16.7,0.64,0.11,16.08,1.58,2892489600.0,2892489600.0,0.3,0.24,-20.14,-24.05
2748,600007,中国国贸,19.25,0.42,0.08,6892.0,13219262.0,1.67,19.3,18.98,18.98,19.17,0.92,0.07,15.87,2.16,19390188780.0,19390188780.0,0.26,0.26,-5.91,2.67
2750,688472,阿特斯,9.6,0.42,0.04,207026.0,197126143.0,2.72,9.68,9.42,9.5,9.56,1.27,0.57,16.83,1.5,34974145075.0,34974145075.0,-0.1,-0.21,-26.04,-35.18
2751,000521,长虹美菱,4.8,0.42,0.02,28013.0,13407271.0,1.26,4.81,4.75,4.78,4.78,0.74,0.32,17.59,0.84,4943633832.0,4201103136.0,0.21,0.21,-11.6,-24.41
2752,603970,中农立华,9.8,0.41,0.04,5281.0,5171706.0,1.43,9.84,9.7,9.7,9.76,0.77,0.2,11.99,1.71,2634241313.0,2634241313.0,0.1,0.0,-20.97,-21.85
2753,688625,呈和科技,56.23,0.41,0.23,13094.0,74403025.0,4.18,58.02,55.68,56.0,56.0,0.82,0.5,40.47,9.19,14601072036.0,14601072036.0,-0.04,-0.09,11.41,90.22
2754,300041,回天新材,9.87,0.41,0.04,84141.0,83258902.0,2.75,10.0,9.73,9.82,9.83,0.86,1.55,16.47,1.88,5521632550.0,5373469055.0,-0.3,0.0,-11.8,-9.7
2755,603116,红蜻蜓,4.93,0.41,0.02,25350.0,12514777.0,2.85,5.01,4.87,4.9,4.91,1.04,0.44,76.95,1.18,2840669944.0,2840669944.0,0.41,0.41,-9.87,-16.58
2756,300241,瑞丰光电,4.86,0.41,0.02,60574.0,29424283.0,1.86,4.9,4.81,4.84,4.84,0.89,1.01,29.95,1.54,3482920200.0,2921129691.0,0.0,0.21,-27.68,-12.59
2757,000927,中国铁物,2.45,0.41,0.01,165354.0,40343173.0,1.64,2.46,2.42,2.43,2.44,1.09,0.27,36.56,1.55,14823366420.0,14823358923.0,0.0,0.0,-16.67,-4.67
2758,600176,中国巨石,38.86,0.41,0.16,1115097.0,4417743664.0,5.3,40.75,38.7,38.7,38.7,1.83,2.81,30.69,4.93,155561893250.0,154335871908.0,-0.54,-0.36,18.44,129.8
2759,603655,朗博科技,24.42,0.41,0.1,4477.0,10941659.0,2.92,24.76,24.05,24.05,24.32,0.86,0.42,78.7,4.71,2588520000.0,2588520000.0,0.21,0.16,-48.34,-41.23
