序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd,main_net_inflow,main_net_pct,super_large_net_inflow,super_large_net_pct,large_net_inflow,large_net_pct,medium_net_inflow,medium_net_pct,small_net_inflow,small_net_pct
439,300763,锦浪科技,59.41,3.39,1.95,77398.0,457291370.81,5.38,60.19,57.1,57.1,57.46,2.53,2.41,96.66,2.64,23648836567.0,19105944573.0,0.0,-0.13,-41.35,-16.57,37396798.0,8.15,28371291.0,6.19,9025507.0,1.97,-13315189.0,-2.9,-24081610.0,-5.25
440,688523,航天环宇,42.95,3.39,1.41,35190.0,150448178.0,9.2,43.82,40.0,41.3,41.54,1.77,0.86,2863.16,10.4,17475496000.0,17475496000.0,0.3,0.54,-34.77,-23.25,-749260.0,-0.49,-7932047.0,-5.23,7182787.0,4.74,311603.0,0.21,437657.0,0.29
441,601899,紫金矿业,33.29,3.39,1.09,2230163.0,7298186902.0,5.12,33.57,31.92,32.52,32.2,2.42,1.08,11.02,4.67,885204889766.0,685833693631.0,0.0,0.0,-1.89,-2.35,491767680.0,6.68,80603072.0,1.09,411164608.0,5.58,-147950816.0,-2.01,-343820176.0,-4.67
442,601096,宏盛华源,4.28,3.38,0.14,257377.0,108927151.0,5.07,4.32,4.11,4.12,4.14,3.33,1.57,28.14,2.43,11449663777.0,7031939595.0,-0.23,0.0,-21.9,3.63,15276141.0,13.99,8564421.0,7.85,6711720.0,6.15,-14108062.0,-12.92,-1168078.0,-1.07
443,002521,齐峰新材,6.72,3.38,0.22,35707.0,23553791.19,4.92,6.74,6.42,6.49,6.5,2.28,0.85,23.46,0.97,3763610256.0,2816846525.0,-0.15,0.75,-19.52,-17.55,2774533.0,11.77,1062059.0,4.51,1712474.0,7.26,1324646.0,5.62,-4099179.0,-17.39
445,600470,六国化工,5.2,3.38,0.17,175212.0,90271844.0,5.96,5.25,4.95,5.04,5.03,2.04,3.36,-7.5,1.78,2712320000.0,2712320000.0,0.19,0.0,-26.45,-13.04,22955889.0,25.37,7966316.0,8.81,14989573.0,16.57,-12946741.0,-14.31,-10009148.0,-11.06
446,001248,华润新能,13.81,3.37,0.45,1280054.0,1709622341.42,7.63,13.95,12.93,13.17,13.36,2.54,12.05,27.77,1.58,179606298317.0,14671796354.0,0.58,0.66,36.6,36.6,23856208.0,1.39,-3419056.0,-0.2,27275264.0,1.59,-47892192.0,-2.8,24036016.0,1.4
447,603995,甬金股份,19.65,3.37,0.64,26110.0,51037301.0,4.47,19.87,19.02,19.08,19.01,1.41,0.72,14.16,1.25,7144927520.0,7144927520.0,0.36,0.36,9.05,11.77,-2371378.0,-4.6,57429.0,0.11,-2428807.0,-4.71,-258621.0,-0.5,2629999.0,5.1
450,002160,常铝股份,3.7,3.35,0.12,131409.0,47981109.68,5.03,3.72,3.54,3.57,3.58,2.73,1.27,75.18,1.01,3821290318.0,3813699109.0,0.27,0.0,-24.95,-28.85,7056344.0,14.69,-230391.0,-0.48,7286735.0,15.17,-1892574.0,-3.94,-5163770.0,-10.75
451,600409,三友化工,6.18,3.34,0.2,162547.0,98320314.0,4.85,6.18,5.89,5.96,5.98,1.43,0.79,-34.85,0.93,12757679589.0,12757679589.0,0.49,0.32,-19.32,0.32,-1543339.0,-1.55,2027433.0,2.03,-3570772.0,-3.58,-10475143.0,-10.51,12009213.0,12.05
452,300490,华自科技,10.54,3.33,0.34,94352.0,99193686.0,4.61,10.68,10.21,10.23,10.2,2.3,2.4,12.65,1.89,4201988904.0,4144882530.0,-0.09,-0.19,-43.88,-12.09,-7408216.0,-7.46,-16127713.0,-16.24,8719497.0,8.78,190082.0,0.19,7218134.0,7.27
453,301179,泽宇智能,18.61,3.33,0.6,23794.0,43996162.0,5.72,18.88,17.85,17.85,18.01,1.74,1.0,73.88,3.06,7526024859.0,4419410290.0,0.16,0.05,-21.44,19.14,4865126.0,11.04,0.0,0.0,4865126.0,11.04,-743418.0,-1.69,-4121708.0,-9.36
454,002832,比音勒芬,22.34,3.33,0.72,63892.0,140690182.05,6.57,22.63,21.21,21.4,21.62,2.04,1.64,8.25,2.39,12749596257.0,8699604465.0,-0.04,-0.09,28.84,56.66,11433022.0,8.11,7694935.0,5.46,3738087.0,2.65,462918.0,0.33,-11895940.0,-8.44
455,600586,金晶科技,4.03,3.33,0.13,109761.0,43735865.0,4.1,4.05,3.89,3.91,3.9,2.76,0.77,-9.15,1.13,5711870931.0,5711870931.0,-0.25,-0.25,-26.19,-28.42,7526855.0,17.09,4037372.0,9.17,3489483.0,7.92,-4471394.0,-10.15,-3055461.0,-6.94
456,000816,智慧农业,2.48,3.33,0.08,243888.0,60395843.34,6.67,2.55,2.39,2.4,2.4,3.52,1.69,-71.03,1.84,3588593029.0,3569982499.0,0.0,-0.4,-22.26,-32.61,13392154.0,22.17,7177045.0,11.88,6215109.0,10.29,-6411906.0,-10.62,-6980248.0,-11.56
457,688517,金冠电气,14.37,3.31,0.46,12494.0,17893593.0,4.82,14.57,13.9,13.91,13.91,1.73,0.91,34.35,2.64,1963131454.0,1963131454.0,0.28,0.14,-30.98,-4.9,4435461.0,24.77,0.0,0.0,4435461.0,24.77,-3314360.0,-18.51,-1121102.0,-6.26
458,603248,锡华科技,17.55,3.3,0.56,19774.0,34268417.0,3.83,17.6,16.95,16.95,16.99,1.8,2.77,69.99,3.57,8073000000.0,1254911890.0,0.06,0.29,-29.38,-19.53,1735676.0,5.04,0.0,0.0,1735676.0,5.04,-537407.0,-1.56,-1198269.0,-3.48
460,603826,坤彩科技,15.33,3.3,0.49,31582.0,47555880.0,4.25,15.35,14.72,14.84,14.84,1.19,0.37,43.94,7.37,13057480800.0,13057480800.0,0.59,1.12,-42.48,18.29,-102486.0,-0.21,0.0,0.0,-102486.0,-0.21,305485.0,0.61,-109547.0,-0.22
461,000949,新乡化纤,5.97,3.29,0.19,277433.0,161910348.88,5.36,5.98,5.67,5.77,5.78,1.68,1.67,21.32,1.46,9891692534.0,9888976190.0,0.51,0.67,-24.05,8.94,21973289.0,13.57,5767011.0,3.56,16206278.0,10.01,-16088474.0,-9.94,-5884815.0,-3.63
462,600110,诺德股份,9.14,3.28,0.29,764959.0,708921251.0,7.12,9.54,8.91,9.0,8.85,2.37,4.41,98.9,2.81,15859553718.0,15859553718.0,-0.33,-0.22,-6.35,28.91,-6863027.0,-0.96,-1156922.0,-0.16,-5706105.0,-0.8,17013581.0,2.39,-10144141.0,-1.43
463,002533,金杯电工,10.7,3.28,0.34,78557.0,83321470.1,4.63,10.79,10.31,10.31,10.36,3.15,1.23,14.92,1.87,7853169363.0,6822806133.0,0.0,0.0,-19.73,-11.06,5222975.0,6.26,-387448.0,-0.46,5610423.0,6.72,-5595366.0,-6.7,372391.0,0.45
464,603267,鸿远电子,47.07,3.27,1.49,73068.0,347352267.0,6.47,48.58,45.63,45.63,45.58,2.29,3.16,28.23,2.44,10876977586.0,10876977586.0,-0.23,0.11,-8.48,-13.12,18064812.0,5.18,4372698.0,1.25,13692114.0,3.93,-8789656.0,-2.52,-9275156.0,-2.66
465,603527,众源新材,8.83,3.27,0.28,43417.0,38095459.0,5.73,8.94,8.45,8.5,8.55,1.8,1.37,18.22,1.34,2798855696.0,2798855696.0,-0.11,0.34,-22.27,-19.65,3331003.0,8.7,0.0,0.0,3331003.0,8.7,-528491.0,-1.38,-2802512.0,-7.32
467,300880,迦南智能,18.39,3.26,0.58,17472.0,31731603.0,4.88,18.47,17.6,17.69,17.81,1.77,0.9,71.86,3.44,3588574579.0,3588574579.0,0.16,0.33,-19.02,5.51,680851.0,2.15,286406.0,0.9,394445.0,1.24,-1149228.0,-3.62,468377.0,1.48
468,000990,诚志股份,9.18,3.26,0.29,292509.0,264316593.59,5.74,9.24,8.73,8.91,8.89,2.07,2.41,11.98,0.62,11155880571.0,11155872309.0,0.11,0.11,-24.07,15.91,14620444.0,5.53,14010116.0,5.3,610328.0,0.23,-4413654.0,-1.67,-10206789.0,-3.86
469,603507,振江股份,21.58,3.25,0.68,35567.0,76355642.0,4.07,21.75,20.9,20.9,20.9,1.58,1.51,13.28,2.03,5156195591.0,5099436738.0,0.28,0.28,-37.19,7.85,-6721699.0,-8.57,-2449122.0,-3.12,-4272577.0,-5.45,-6277222.0,-8.0,12990269.0,16.56
470,600773,西藏城投,10.47,3.25,0.33,122865.0,127817929.0,5.72,10.6,10.02,10.04,10.14,1.54,1.29,-46.96,2.35,9963114477.0,9963114477.0,0.19,-0.1,-57.54,-15.5,2781462.0,2.16,-5183920.0,-4.03,7965382.0,6.19,-1761904.0,-1.37,-1019557.0,-0.79
471,603829,洛凯股份,13.37,3.24,0.42,28081.0,37354844.0,4.71,13.49,12.88,12.88,12.95,2.26,1.51,192.43,1.7,2490378546.0,2490378546.0,0.0,0.38,-54.83,-39.45,-7558591.0,-20.21,-3173101.0,-8.48,-4385490.0,-11.73,1207391.0,3.23,6351200.0,16.98
472,600281,华阳新材,3.82,3.24,0.12,52171.0,19817096.0,4.59,3.87,3.7,3.71,3.7,1.72,1.01,5441.55,34.93,1965015736.0,1965015736.0,0.26,0.0,-31.05,-35.25,-484444.0,-2.44,0.0,0.0,-484444.0,-2.44,-226357.0,-1.14,710801.0,3.59
473,603458,勘设股份,7.35,3.23,0.23,86361.0,63573287.0,6.18,7.56,7.12,7.15,7.12,1.99,2.82,-35.26,0.87,2250015178.0,2250015178.0,0.0,0.14,-36.09,-26.65,5609783.0,8.76,2749256.0,4.29,2860527.0,4.47,-2028569.0,-3.17,-3581214.0,-5.59
474,002356,鹏飞绿能,2.56,3.23,0.08,137825.0,35155708.0,5.65,2.61,2.47,2.49,2.48,1.97,1.05,-111.89,5.6,3356811574.0,3356792374.0,0.0,0.79,-22.89,-35.35,3246172.0,9.23,0.0,0.0,3246172.0,9.23,-976951.0,-2.78,-2269221.0,-6.45
475,002328,新朋股份,6.39,3.23,0.2,174132.0,111121945.35,5.17,6.49,6.17,6.19,6.19,1.85,3.05,11.74,1.48,4931610300.0,3647355736.0,-0.31,0.0,-42.33,-1.54,-7419235.0,-6.67,-357044.0,-0.32,-7062191.0,-6.35,-1327315.0,-1.19,8746550.0,7.86
476,600841,动力新科,5.44,3.23,0.17,70598.0,38102782.0,3.42,5.45,5.27,5.27,5.27,1.72,0.68,52.14,1.18,7549750505.0,5674053193.0,0.0,0.37,-42.43,-10.67,1596831.0,4.18,-601011.0,-1.57,2197842.0,5.76,-2605506.0,-6.82,1008675.0,2.64
477,300215,电科院,5.79,3.21,0.18,80496.0,46423859.0,5.53,5.87,5.56,5.6,5.61,2.38,1.07,533.47,2.18,4337255343.0,4337255343.0,0.0,-0.17,-30.16,-8.96,-434032.0,-0.93,-1282017.0,-2.76,847985.0,1.82,540502.0,1.16,-106470.0,-0.23
478,301168,通灵股份,39.22,3.21,1.22,13087.0,51428112.14,5.74,40.08,37.9,38.18,38.0,2.65,1.37,451.51,2.22,4706400000.0,3738189038.0,0.33,0.36,-5.79,-15.98,-1058917.0,-2.06,-3673006.0,-7.14,2614089.0,5.08,-2103777.0,-4.09,3162694.0,6.15
479,301381,赛维时代,21.53,3.21,0.67,48965.0,103534254.94,5.37,21.58,20.46,20.52,20.86,1.58,1.21,51.42,3.2,8751620715.0,8743482375.0,0.37,0.37,2.38,5.85,7060505.0,6.73,2535136.0,2.42,4525369.0,4.31,3456732.0,3.29,-10517237.0,-10.02
480,688485,九州一轨,45.96,3.21,1.43,12028.0,55152995.0,9.99,46.57,42.12,44.78,44.53,0.94,0.8,-396.72,5.52,6907423170.0,6907423170.0,0.5,0.57,2.98,157.62,7336296.0,13.19,467047.0,0.84,6869249.0,12.35,-5041511.0,-9.06,-2294784.0,-4.13
481,600075,新疆天业,4.5,3.21,0.14,116817.0,51812981.0,3.67,4.51,4.35,4.36,4.36,1.65,0.68,-32.44,0.87,7685088044.0,7685088044.0,0.22,0.22,-32.94,-9.09,1236210.0,2.35,403200.0,0.77,833010.0,1.58,-2829374.0,-5.38,1593164.0,3.03
482,000338,潍柴动力,27.71,3.2,0.86,470523.0,1296453963.46,3.91,28.08,27.03,27.1,26.85,1.51,0.95,19.4,2.51,239420513408.0,137341637367.0,0.07,0.04,-6.35,61.1,46650338.0,3.6,7369058.0,0.57,39281280.0,3.03,-5778512.0,-0.45,-40871840.0,-3.15
484,603906,龙蟠科技,17.75,3.2,0.55,136184.0,241137691.0,4.53,17.99,17.21,17.35,17.2,1.79,2.42,16.38,2.86,14042236332.0,9993187928.0,0.34,-0.11,-45.49,-11.29,11926790.0,4.93,1186212.0,0.49,10740578.0,4.44,-8350457.0,-3.45,-3576333.0,-1.48
485,002899,英派斯,18.77,3.19,0.58,21468.0,39987729.0,5.0,19.1,18.19,18.2,18.19,1.89,1.45,46.22,1.58,2774149240.0,2774149240.0,-0.27,-0.11,-43.1,-31.22,3073919.0,7.68,231825.0,0.58,2842094.0,7.1,33287.0,0.08,-3107206.0,-7.76
486,002927,泰永长征,13.94,3.18,0.43,34384.0,47716703.0,6.22,14.15,13.31,13.51,13.51,1.53,1.56,72.6,3.09,3111298989.0,3076706642.0,0.0,0.22,-19.98,-30.58,2965511.0,6.19,0.0,0.0,2965511.0,6.19,-5779198.0,-12.07,2813687.0,5.88
487,600338,西藏珠峰,12.64,3.18,0.39,291823.0,367035401.0,5.22,12.85,12.21,12.25,12.25,2.15,3.19,16.07,2.57,11555616524.0,11555616524.0,0.08,-0.16,-43.95,-15.85,24550251.0,6.64,-810471.0,-0.22,25360722.0,6.86,-8803534.0,-2.38,-15746716.0,-4.26
488,002672,东江环保,3.25,3.17,0.1,83516.0,26944913.0,4.44,3.28,3.14,3.14,3.15,2.4,0.92,-5.98,1.61,3592081357.0,2941634482.0,0.0,0.0,-23.53,-29.65,-3345393.0,-12.42,0.0,0.0,-3345393.0,-12.42,-961110.0,-3.57,4306503.0,15.98
489,001256,炜冈科技,21.81,3.17,0.67,11889.0,25794159.0,5.44,21.98,20.83,21.2,21.14,1.15,1.11,20.68,2.45,3110379890.0,2331762890.0,-0.09,0.69,-6.27,-1.04,2655672.0,10.3,0.0,0.0,2655672.0,10.3,-1190930.0,-4.62,-1464742.0,-5.68
490,002730,电光科技,21.83,3.17,0.67,68451.0,150310853.0,8.03,22.5,20.8,21.16,21.16,1.5,1.98,90.4,4.9,7904203780.0,7553832280.0,-0.27,0.14,-23.48,46.12,1448593.0,0.96,1391666.0,0.93,56927.0,0.04,-3654919.0,-2.43,2206326.0,1.47
492,688581,安杰思,51.48,3.17,1.58,3974.0,20245091.0,4.69,51.92,49.58,49.95,49.9,2.5,0.97,18.3,1.67,4156528971.0,2119857751.0,-0.14,-0.14,-11.06,-10.61,5684286.0,27.94,5332011.0,26.21,352275.0,1.73,-3017531.0,-14.83,-2666755.0,-13.11
493,002523,天桥起重,3.25,3.17,0.1,165950.0,53529133.56,3.17,3.26,3.16,3.16,3.15,1.76,1.18,63.49,1.88,4604082600.0,4587513720.0,0.31,0.31,-14.7,-23.89,7183983.0,13.4,4263066.0,7.95,2920917.0,5.45,-4159460.0,-7.76,-3024524.0,-5.64
494,301105,鸿铭股份,39.02,3.17,1.2,2030.0,7957274.0,5.76,40.3,38.12,38.12,37.82,1.17,1.02,-125.09,2.54,1951000000.0,773083672.0,-0.2,-0.31,-29.25,-16.39,-150246.0,-1.88,0.0,0.0,-150246.0,-1.88,36272.0,0.45,113974.0,1.42
495,301668,昊创瑞通,30.35,3.16,0.93,6504.0,19603784.8,6.12,30.9,29.1,29.11,29.42,2.4,2.67,103.96,3.3,3338500000.0,738372191.0,0.1,0.17,-37.77,-36.12,1322964.0,6.74,0.0,0.0,1322964.0,6.74,135432.0,0.69,-1458396.0,-7.43
496,002136,安 纳 达,11.74,3.16,0.36,36852.0,42985683.0,4.92,11.83,11.27,11.28,11.38,1.59,1.72,85.14,2.32,2524334800.0,2517710622.0,-0.09,0.0,-16.08,-3.29,1775309.0,4.13,-1179000.0,-2.74,2954309.0,6.86,-3238791.0,-7.53,1463482.0,3.4
497,688511,天微电子,19.6,3.16,0.6,16995.0,33517036.0,7.58,20.25,18.81,18.81,19.0,1.69,1.27,121.8,3.19,2620086546.0,2620086546.0,-0.46,0.46,-19.64,-10.26,-1363348.0,-4.06,246535.0,0.73,-1609883.0,-4.79,2633798.0,7.84,-1270450.0,-3.78
498,603601,再升科技,8.18,3.15,0.25,376441.0,307916829.0,5.42,8.33,7.9,7.91,7.93,1.74,3.3,163.29,3.47,9344349143.0,9344349143.0,-0.12,0.37,-42.27,-34.35,22817602.0,7.37,11148076.0,3.6,11669526.0,3.77,1190585.0,0.38,-24008188.0,-7.75
499,301069,凯盛新材,15.71,3.15,0.48,33432.0,51850373.1,4.33,15.79,15.13,15.14,15.23,1.6,0.78,43.09,3.12,7119367138.0,6704623138.0,-0.25,0.58,-28.26,-43.39,8030593.0,15.09,4590213.0,8.63,3440380.0,6.47,-3002977.0,-5.64,-5027615.0,-9.45
500,603183,建研院,3.93,3.15,0.12,134940.0,53340107.0,7.61,4.08,3.79,3.81,3.81,1.84,2.71,-113.28,1.22,1953812276.0,1953812276.0,0.51,0.26,-15.48,-8.82,,,,,,,,,,
501,301667,纳百川,55.91,3.15,1.71,8204.0,45684073.93,4.46,56.5,54.08,54.2,54.2,1.83,3.46,215.36,4.88,6243447336.0,1326732559.0,-0.21,0.29,-53.62,-30.24,2660160.0,5.81,0.0,0.0,2660160.0,5.81,-1755297.0,-3.83,-904863.0,-1.98
503,301533,威马农机,23.06,3.13,0.7,8019.0,18465779.0,2.55,23.27,22.7,22.88,22.36,2.37,2.82,69.98,2.07,2266952502.0,655750302.0,0.04,0.26,-27.71,-42.65,478676.0,2.53,0.0,0.0,478676.0,2.53,-145390.0,-0.77,-333286.0,-1.76
504,301137,哈焊华通,29.3,3.13,0.89,15076.0,43830892.0,4.47,29.58,28.31,28.55,28.41,1.76,0.83,196.11,3.88,5327132620.0,5327132620.0,-0.2,0.03,-31.4,-37.57,2904545.0,6.59,226955.0,0.52,2677590.0,6.08,-2936447.0,-6.66,31902.0,0.07
505,300408,三环集团,106.2,3.13,3.22,490901.0,5369603184.91,6.31,112.2,105.7,107.17,102.98,2.22,2.63,66.73,9.8,211110909460.0,198573420245.0,-0.54,-0.03,42.47,134.44,309313504.0,5.75,197595472.0,3.67,111718032.0,2.08,-57892464.0,-1.08,-251421040.0,-4.67
507,300911,亿田智能,19.51,3.12,0.59,35640.0,68395025.74,5.18,19.58,18.6,18.7,18.92,1.39,2.08,-25.26,3.3,3577013989.0,3342912173.0,0.36,0.72,-37.37,-41.41,1971282.0,2.86,718348.0,1.04,1252934.0,1.82,-706127.0,-1.03,-1265155.0,-1.84
508,603126,中材节能,5.64,3.11,0.17,54067.0,30245879.0,3.66,5.67,5.47,5.48,5.47,2.1,0.89,80.54,1.68,3443220000.0,3443220000.0,0.0,0.18,-29.76,-15.95,-363453.0,-1.2,0.0,0.0,-363453.0,-1.2,-1091293.0,-3.59,1454747.0,4.79
509,301031,中熔电气,81.11,3.11,2.45,13438.0,107651149.23,4.17,81.45,78.17,78.68,78.66,0.78,1.17,26.03,7.29,11854579572.0,9319437045.0,-0.05,0.28,-15.76,7.33,11302134.0,10.4,4658110.0,4.29,6644024.0,6.12,2661376.0,2.45,-13963510.0,-12.85
510,300286,安科瑞,19.96,3.1,0.6,40630.0,80462813.41,5.63,20.22,19.13,19.21,19.36,1.73,1.96,24.89,2.26,5005661714.0,4147190078.0,-0.1,0.0,-16.42,-12.19,7908347.0,9.81,4078697.0,5.06,3829650.0,4.75,-4423382.0,-5.49,-3484965.0,-4.32
511,300464,星徽股份,5.65,3.1,0.17,55742.0,31043112.0,4.56,5.68,5.43,5.51,5.48,1.08,1.57,204.96,14.91,2640243096.0,2006556114.0,0.36,0.71,-29.2,-10.88,2799575.0,9.0,1119934.0,3.6,1679641.0,5.4,1011236.0,3.25,-3810811.0,-12.25
512,002394,联发股份,7.99,3.1,0.24,20527.0,16182657.0,3.61,8.01,7.73,7.73,7.75,1.1,0.64,57.73,0.62,2586363000.0,2581739235.0,0.13,0.25,-32.74,-47.98,-163536.0,-1.01,0.0,0.0,-163536.0,-1.01,-419592.0,-2.59,583128.0,3.6
513,301216,万凯新材,15.95,3.1,0.48,61613.0,97719516.63,3.88,16.08,15.48,15.51,15.47,1.55,1.13,6.08,1.43,9254259526.0,8686541877.0,0.06,0.31,-46.49,-4.55,-752805.0,-0.77,0.0,0.0,-752805.0,-0.77,-2053859.0,-2.1,2806664.0,2.87
514,600800,渤海化学,2.99,3.1,0.09,157906.0,46825255.0,6.9,3.06,2.86,2.88,2.9,2.02,1.42,-5.81,3.39,3319035196.0,3318093346.0,0.67,0.34,-34.72,-13.58,1872286.0,3.98,1297450.0,2.76,574836.0,1.22,-4664858.0,-9.92,2792572.0,5.94
515,688330,宏力达,31.91,3.1,0.96,5846.0,18404345.0,4.46,32.19,30.81,31.21,30.95,2.33,0.42,78.72,1.03,4467400000.0,4467400000.0,0.03,0.19,-31.14,-10.54,-201943.0,-1.09,-1652799.0,-8.93,1450856.0,7.84,409072.0,2.21,-207129.0,-1.12
516,300227,光韵达,8.35,3.09,0.25,100425.0,85307313.93,5.93,8.68,8.2,8.2,8.1,1.47,2.2,-43.39,3.12,4976361115.0,3810566162.0,0.0,0.24,-26.24,-9.34,5200169.0,6.09,2376112.0,2.78,2824057.0,3.31,-4302212.0,-5.04,-897957.0,-1.05
517,603897,长城科技,23.66,3.09,0.71,29983.0,70267181.0,4.66,23.79,22.72,22.72,22.95,1.2,1.45,27.37,2.13,4884268212.0,4884268212.0,0.25,0.3,-51.32,-9.0,1557092.0,2.18,-3589123.0,-5.02,5146215.0,7.2,-1237825.0,-1.73,-319267.0,-0.45
518,001396,誉帆科技,31.05,3.09,0.93,7485.0,23215240.83,5.31,31.58,29.98,30.11,30.12,2.5,3.29,459.77,2.35,3319320017.0,705376512.0,-0.03,-0.06,-29.86,-27.72,207315.0,0.89,0.0,0.0,207315.0,0.89,1734353.0,7.47,-1941668.0,-8.36
519,301502,华阳智能,48.23,3.08,1.44,6069.0,29334371.22,6.82,49.58,46.39,46.39,46.79,1.42,2.57,74.79,3.35,2753137205.0,1137601010.0,-0.29,0.5,0.42,8.58,-588886.0,-1.99,0.0,0.0,-588886.0,-1.99,-1569568.0,-5.31,2158454.0,7.31
520,000506,招金黄金,13.42,3.07,0.4,686925.0,902648898.46,4.61,13.47,12.87,13.03,13.02,3.92,7.4,16.63,14.02,12467418353.0,12463247417.0,0.9,0.45,-16.75,2.76,2462613.0,0.27,1579390.0,0.17,883223.0,0.1,-15274048.0,-1.69,12811440.0,1.42
521,301666,大普微-UW,517.01,3.07,15.38,23527.0,1224167811.12,6.78,532.0,498.0,505.01,501.63,1.78,8.87,152.43,84.13,225528220284.0,13709214494.0,-0.21,0.49,120.47,1021.98,138355447.0,11.23,67412711.0,5.47,70942736.0,5.76,-138311088.0,-11.23,-44373.0,0.0
522,301162,国能日新,35.97,3.07,1.07,9534.0,34102965.2,5.27,36.35,34.51,34.73,34.9,1.34,0.79,74.25,4.27,6714712915.0,4357097861.0,0.0,0.06,-29.42,-0.88,1611713.0,4.69,-2716684.0,-7.91,4328397.0,12.6,-271216.0,-0.79,-1340496.0,-3.9
523,002725,跃岭股份,10.1,3.06,0.3,36784.0,37129521.0,5.0,10.24,9.75,9.8,9.8,1.78,1.48,-119.33,2.66,2585600000.0,2514530663.0,-0.1,0.1,-39.12,-40.17,2274879.0,6.13,1463730.0,3.94,811149.0,2.18,-4319973.0,-11.63,2045094.0,5.51
524,002827,高争民爆,24.6,3.06,0.73,19058.0,46675284.0,4.02,24.88,23.92,24.16,23.87,1.65,0.69,179.92,6.55,6815331600.0,6789568635.0,0.08,0.16,-22.4,-34.56,3353275.0,7.18,0.0,0.0,3353275.0,7.18,-87034.0,-0.19,-3266240.0,-7.0
526,603606,东方电缆,39.13,3.06,1.16,91583.0,353658783.0,4.61,39.36,37.61,37.8,37.97,2.21,1.11,21.72,3.97,32274756135.0,32274756135.0,0.03,0.1,-27.44,-20.73,35405639.0,9.96,8923185.0,2.51,26482454.0,7.45,-3516937.0,-0.99,-31884792.0,-8.97
527,688800,瑞可达,62.01,3.06,1.84,53254.0,329789204.0,5.12,63.08,60.0,61.37,60.17,1.4,1.85,75.9,7.65,17882879234.0,17882879234.0,-0.45,0.37,-5.46,4.84,49545135.0,14.95,46077254.0,13.9,3467881.0,1.05,-26757023.0,-8.07,-22773183.0,-6.87
528,002861,瀛通通讯,15.51,3.06,0.46,36112.0,55845145.2,5.25,15.78,14.99,14.99,15.05,1.43,2.4,-26.68,2.8,2889264251.0,2329108007.0,-0.19,-0.06,1.24,-12.82,2442459.0,4.36,-1287814.0,-2.3,3730273.0,6.67,-2532710.0,-4.53,90251.0,0.16
529,002963,豪尔赛,13.18,3.05,0.39,26819.0,35203420.0,6.49,13.5,12.67,12.67,12.79,1.64,2.18,-105.52,1.67,1981743877.0,1621061553.0,1.7,1.85,-10.46,-11.42,438202.0,1.23,0.0,0.0,438202.0,1.23,3871873.0,10.87,-4310075.0,-12.1
532,301082,久盛电气,8.14,3.04,0.24,28532.0,23071650.2,4.68,8.24,7.87,7.9,7.9,1.54,1.05,-87.92,2.36,2394803678.0,2219841915.0,0.0,0.12,-36.65,-40.63,-2380672.0,-10.27,0.0,0.0,-2380672.0,-10.27,-1467739.0,-6.33,3848412.0,16.61
534,000975,山金国际,23.2,3.02,0.68,750988.0,1716146131.7,4.57,23.34,22.31,22.6,22.52,4.14,2.98,11.54,3.96,64322636515.0,58539105754.0,0.52,0.17,-15.94,-2.73,10268776.0,0.6,77712728.0,4.52,-67443952.0,-3.93,-38483648.0,-2.24,28214864.0,1.64
535,605086,龙高股份,21.47,3.02,0.63,8674.0,18486078.0,4.89,21.64,20.62,20.62,20.84,1.71,0.48,51.0,2.41,3847424000.0,3847424000.0,0.0,0.0,-30.79,-52.79,-1613613.0,-8.42,0.0,0.0,-1613613.0,-8.42,-522889.0,-2.73,2136502.0,11.15
536,600312,平高电气,19.45,3.02,0.57,218717.0,419660147.0,5.19,19.66,18.68,18.8,18.88,2.6,1.61,15.9,2.3,26392119460.0,26392119460.0,0.1,0.26,-10.53,13.02,25049543.0,5.95,26910421.0,6.39,-1860878.0,-0.44,4351589.0,1.03,-29405023.0,-6.98
537,002457,青龙管业,9.94,3.01,0.29,120714.0,119032747.0,3.94,9.98,9.6,9.6,9.65,1.39,3.62,-130.69,1.33,3314858792.0,3312707269.0,0.2,0.4,-6.05,-8.05,5645403.0,4.74,2104070.0,1.76,3541333.0,2.97,-4090493.0,-3.43,-1554909.0,-1.3
538,300608,思特奇,9.3,2.99,0.27,115315.0,107700179.33,7.09,9.52,8.88,9.0,9.03,2.91,3.79,-11.95,2.26,3236670742.0,2830604339.0,-0.21,0.22,-26.19,-15.99,3360633.0,3.11,1039199.0,0.96,2321434.0,2.15,-772433.0,-0.72,-2588199.0,-2.4
539,002911,佛燃能源,11.03,2.99,0.32,44903.0,48981008.03,3.73,11.03,10.63,10.68,10.71,1.89,0.35,21.72,1.74,14318879405.0,13975429151.0,0.18,0.27,-17.56,-4.91,-4559714.0,-9.27,-5139813.0,-10.45,580099.0,1.18,2525006.0,5.14,2034708.0,4.14
541,002805,丰元股份,16.61,2.98,0.48,101600.0,168705446.2,6.88,17.1,15.99,16.13,16.13,1.87,3.64,15.12,4.97,4651838258.0,4631122432.0,-0.06,0.06,-8.89,-6.32,13199605.0,7.81,-1276359.0,-0.75,14475964.0,8.56,805426.0,0.48,-14005031.0,-8.28
