序号,ticker,name,close,pct_change,change,volume,amount,amplitude,high,low,open,prev_close,volume_ratio,turnover,pe,pb,total_mcap,float_mcap,speed_5min,pct_5min,pct_60d,pct_ytd,main_net_inflow,main_net_pct,super_large_net_inflow,super_large_net_pct,large_net_inflow,large_net_pct,medium_net_inflow,medium_net_pct,small_net_inflow,small_net_pct
5010,301348,蓝箭电子,18.09,-2.11,-0.39,48114.0,88035353.0,3.35,18.63,18.01,18.47,18.48,1.11,3.1,-135.08,2.95,4341600000.0,2806467567.0,-0.39,0.22,-24.09,-10.4,-8857366.0,-10.0,-2608518.0,-2.94,-6248848.0,-7.05,-536147.0,-0.61,9393514.0,10.6
5011,603019,中科曙光,99.98,-2.12,-2.17,460912.0,4688944200.0,4.79,104.14,99.25,103.6,102.15,1.64,3.15,160.51,6.65,146282316084.0,146276173313.0,-0.18,0.19,8.23,17.36,-462684656.0,-9.8,-375382320.0,-7.95,-87302336.0,-1.85,143915232.0,3.05,318689600.0,6.75
5012,600536,中国软件,34.16,-2.12,-0.74,170050.0,583527810.0,2.21,34.77,34.0,34.2,34.9,1.28,2.02,-108.18,9.07,31898149709.0,28819285373.0,-0.18,0.0,-8.1,-26.22,-38461408.0,-6.52,-8708446.0,-1.48,-29752962.0,-5.04,-17331614.0,-2.94,55786204.0,9.46
5013,301308,江波龙,380.23,-2.12,-8.22,84827.0,3295629754.11,5.05,397.8,378.2,394.01,388.45,1.41,3.01,10.41,13.51,160860486692.0,107168544895.0,-0.64,-0.16,2.16,55.93,-291430544.0,-8.78,-239058896.0,-7.2,-52371648.0,-1.58,81490896.0,2.45,209939648.0,6.32
5014,301678,新恒汇,42.28,-2.13,-0.92,13826.0,59110956.2,3.17,43.43,42.06,43.0,43.2,0.91,0.99,255.95,5.62,10128405145.0,5875692485.0,-0.47,0.21,-27.73,-33.65,-612602.0,-1.03,0.0,0.0,-612602.0,-1.03,1606061.0,2.7,-993458.0,-1.67
5015,300909,汇创达,40.86,-2.13,-0.89,8697.0,36235138.0,4.26,42.48,40.7,41.8,41.75,0.57,0.67,168.01,3.55,7067675922.0,5276630654.0,-0.29,0.07,-6.86,-15.05,402270.0,1.1,0.0,0.0,402270.0,1.1,3368351.0,9.22,-3770621.0,-10.32
5016,603733,仙鹤股份,20.53,-2.14,-0.45,67848.0,139637989.0,3.38,20.98,20.27,20.98,20.98,1.24,0.87,15.89,1.57,15949733883.0,15949733883.0,0.0,0.0,-3.93,-12.53,-2993532.0,-2.13,-6131307.0,-4.37,3137775.0,2.24,2794802.0,1.99,198729.0,0.14
5017,300413,芒果超媒,15.1,-2.14,-0.33,83963.0,126611534.59,2.33,15.31,14.95,15.3,15.43,1.24,0.82,35.42,1.22,28247884307.0,15427669366.0,-0.07,0.07,-25.83,-37.5,-5346240.0,-4.2,-3659066.0,-2.88,-1687174.0,-1.33,1993866.0,1.57,3352375.0,2.63
5018,688409,富创精密,188.11,-2.14,-4.12,38867.0,743487709.0,6.12,197.84,186.08,196.04,192.23,1.18,1.27,248.52,12.75,57601308133.0,57601308133.0,-0.12,0.52,81.26,179.09,4450504.0,0.59,8203229.0,1.09,-3752725.0,-0.5,1747360.0,0.23,-6197852.0,-0.82
5019,603998,方盛制药,9.15,-2.14,-0.2,53991.0,49845219.0,2.25,9.35,9.14,9.35,9.35,1.67,1.23,11.36,2.41,4017594444.0,4017594444.0,-0.54,-0.54,-12.02,-16.36,-5858347.0,-11.23,-1145146.0,-2.19,-4713201.0,-9.03,-3779484.0,-7.24,9695371.0,18.58
5020,688478,晶升股份,44.52,-2.15,-0.98,27982.0,128178038.0,6.81,47.1,44.0,44.59,45.5,1.54,2.02,-175.81,4.11,6160058594.0,6160058594.0,0.0,0.68,4.63,19.01,-2815354.0,-2.18,-679853.0,-0.53,-2135501.0,-1.65,-274670.0,-0.21,3090022.0,2.39
5021,300235,方直科技,10.47,-2.15,-0.23,30677.0,32136896.0,2.9,10.65,10.34,10.5,10.7,1.66,1.51,317.25,3.75,2635787268.0,2126800322.0,0.0,0.1,-25.21,-35.73,-3172825.0,-9.87,-5225085.0,-16.26,2052260.0,6.39,1814582.0,5.65,1358242.0,4.23
5022,300188,国投智能,9.99,-2.15,-0.22,55125.0,55268746.85,1.96,10.15,9.95,10.15,10.21,1.53,0.64,-14.13,3.44,8586178327.0,8546530814.0,0.1,0.1,-20.9,-31.62,-5709050.0,-10.25,-2747571.0,-4.93,-2961479.0,-5.32,1869660.0,3.36,3839390.0,6.89
5023,002440,闰土股份,12.28,-2.15,-0.27,433624.0,524080030.86,5.02,12.45,11.82,12.3,12.55,1.82,4.58,18.78,1.39,13802718833.0,11621293776.0,0.9,0.82,-0.16,68.91,-15844416.0,-3.02,2454860.0,0.47,-18299276.0,-3.49,11249534.0,2.14,4594881.0,0.88
5024,603160,汇顶科技,49.47,-2.16,-1.09,25064.0,124928817.0,3.09,50.79,49.23,50.5,50.56,1.02,0.54,49.18,2.5,23052166890.0,23052166890.0,-0.08,0.26,-23.49,-37.07,-9934823.0,-7.91,809814.0,0.64,-10744637.0,-8.55,1305815.0,1.04,8624067.0,6.87
5025,301096,百诚医药,38.52,-2.16,-0.85,13998.0,54436651.93,4.06,39.8,38.2,38.98,39.37,0.61,1.68,82.1,1.68,4207473500.0,3200625490.0,0.31,0.47,-32.55,-32.59,-5557458.0,-10.17,-2246616.0,-4.11,-3310842.0,-6.06,1771952.0,3.24,3785507.0,6.93
5026,300086,康芝药业,5.89,-2.16,-0.13,143288.0,84498833.3,4.15,6.06,5.81,5.91,6.02,1.37,3.25,-57.04,3.02,2680682781.0,2595572935.0,0.0,-0.34,-15.86,-51.04,-4495395.0,-5.31,0.0,0.0,-4495395.0,-5.31,-1218994.0,-1.44,5714389.0,6.75
5027,300550,和仁科技,10.36,-2.17,-0.23,21120.0,22056844.0,2.83,10.62,10.32,10.46,10.59,0.75,0.81,-74.03,2.4,2720123061.0,2717434071.0,-0.29,0.0,-5.73,-28.45,1278265.0,5.79,0.0,0.0,1278265.0,5.79,-860377.0,-3.9,-417888.0,-1.89
5028,301510,固高科技,24.77,-2.17,-0.55,38797.0,96965627.47,3.04,25.45,24.68,25.33,25.32,1.25,1.39,112.28,6.92,9908247700.0,6914774870.0,-0.2,0.04,-30.6,-33.77,-349063.0,-0.36,-9294171.0,-9.54,8945108.0,9.18,3839859.0,3.94,-3490796.0,-3.58
5029,688331,荣昌生物,124.14,-2.17,-2.76,31111.0,393720125.0,5.35,130.42,123.63,126.63,126.9,1.15,0.87,53.41,17.84,70074234740.0,44180959730.0,-0.32,0.11,-6.68,59.58,-10302694.0,-2.6,5580294.0,1.41,-15882988.0,-4.01,12699410.0,3.21,-2396715.0,-0.61
5030,300661,圣邦股份,103.8,-2.18,-2.31,63957.0,673730091.65,6.1,108.47,102.0,106.11,106.11,1.19,1.06,142.01,13.15,70263005974.0,62410886195.0,-0.21,0.54,16.43,51.67,-56239406.0,-8.29,-11994186.0,-1.77,-44245220.0,-6.52,-15859161.0,-2.34,72098560.0,10.63
5031,603882,金域医学,26.52,-2.18,-0.59,28627.0,76311898.0,2.14,26.98,26.4,26.95,27.11,0.95,0.62,71.78,1.94,12285609453.0,12202768982.0,0.19,0.34,-6.22,-3.49,2727524.0,3.56,0.0,0.0,2727524.0,3.56,-1293958.0,-1.69,-1438862.0,-1.88
5032,300562,乐心医疗,12.14,-2.18,-0.27,28856.0,35295652.0,2.98,12.45,12.08,12.3,12.41,0.9,1.73,20.68,2.57,2653484572.0,2026509356.0,0.17,0.25,-15.34,-8.03,1188403.0,3.36,-1587909.0,-4.49,2776312.0,7.85,-557671.0,-1.58,-630732.0,-1.78
5033,002078,太阳纸业,14.27,-2.19,-0.32,105148.0,149984956.0,3.08,14.56,14.11,14.5,14.59,1.22,0.38,11.0,1.3,39878016148.0,39632848544.0,-0.14,-0.14,-0.63,-8.23,-4074788.0,-2.71,3169043.0,2.11,-7243831.0,-4.82,-2575034.0,-1.71,6649822.0,4.42
5035,688096,京源环保,7.11,-2.2,-0.16,18924.0,13659736.0,3.85,7.35,7.07,7.18,7.27,0.61,0.81,-89.28,2.01,1662003731.0,1662003731.0,0.0,0.14,-12.33,-10.0,-1552604.0,-11.23,0.0,0.0,-1552604.0,-11.23,957802.0,6.93,594801.0,4.3
5036,002987,京北方,10.65,-2.2,-0.24,179101.0,191418909.73,2.85,10.9,10.59,10.73,10.89,2.73,1.77,110.1,3.93,11080867966.0,10798304796.0,0.19,0.19,-19.56,-40.07,-4770198.0,-2.49,-785597.0,-0.41,-3984601.0,-2.08,-887339.0,-0.46,5657537.0,2.95
5037,600505,西昌电力,11.54,-2.2,-0.26,103655.0,118360972.0,3.64,11.65,11.22,11.44,11.8,1.64,2.84,337.88,3.46,4207108950.0,4207108950.0,0.0,-0.17,-12.24,-11.57,-13287182.0,-11.17,-5213525.0,-4.38,-8073657.0,-6.79,2905360.0,2.44,10381822.0,8.73
5038,688327,云从科技-UW,10.22,-2.2,-0.23,94159.0,96943313.0,2.87,10.47,10.17,10.43,10.45,1.35,1.13,-204.14,13.95,10628547862.0,8532349417.0,0.2,0.49,-24.01,-28.88,-3813766.0,-3.89,16000.0,0.02,-3829766.0,-3.91,-4487742.0,-4.58,8301508.0,8.48
5039,002739,儒意电影,8.9,-2.2,-0.2,440017.0,391866542.82,4.4,9.16,8.76,9.1,9.1,0.85,2.11,54.06,2.47,18794830501.0,18529816447.0,0.11,0.11,-11.44,-21.38,-36162050.0,-9.22,-15614134.0,-3.98,-20547916.0,-5.24,3571981.0,0.91,32590069.0,8.31
5040,600867,通化东宝,8.02,-2.2,-0.18,170483.0,137302495.0,2.2,8.15,7.97,8.12,8.2,1.57,0.87,30.97,2.36,15707513489.0,15707513489.0,-0.12,0.12,-13.86,1.91,-13666508.0,-9.94,-6941634.0,-5.05,-6724874.0,-4.89,2338821.0,1.7,11338100.0,8.24
5041,301297,富乐德,31.85,-2.21,-0.72,67395.0,216885320.5,3.75,32.88,31.66,32.46,32.57,1.13,1.79,62.18,4.27,24103121124.0,11980677750.0,-0.41,0.19,-19.31,-10.78,-8547615.0,-3.93,-3288734.0,-1.51,-5258881.0,-2.42,-8440681.0,-3.88,16988296.0,7.81
5043,688366,昊海生科,31.39,-2.21,-0.71,2545.0,8023518.0,1.46,31.85,31.38,31.5,32.1,0.91,0.13,24.41,1.35,7183042601.0,6091287728.0,-0.19,0.0,-19.41,-27.52,361003.0,4.36,0.0,0.0,361003.0,4.36,-421846.0,-5.1,60842.0,0.74
5044,300260,新莱应材,56.09,-2.21,-1.27,65925.0,378467941.7,5.16,58.99,56.03,57.75,57.36,1.13,2.29,108.21,10.75,22873880720.0,16133556245.0,-0.76,-0.05,14.96,-1.32,13927549.0,3.65,5284953.0,1.39,8642596.0,2.27,-35994731.0,-9.44,22067183.0,5.79
5045,301626,苏州天脉,222.94,-2.22,-5.06,7773.0,176583497.0,5.88,233.4,220.0,228.92,228.0,1.0,1.48,517.49,16.2,25789699200.0,11730879414.0,-0.1,0.05,-14.08,19.8,-15762385.0,-8.84,-20556144.0,-11.53,4793759.0,2.69,8767611.0,4.92,6994775.0,3.92
5046,003043,华亚智能,64.76,-2.22,-1.47,29009.0,191709072.89,4.53,67.5,64.5,66.24,66.23,1.22,3.09,298.86,4.57,9326094206.0,6088553483.0,-0.49,0.09,16.45,40.42,25174805.0,13.06,6577861.0,3.41,18596944.0,9.65,-14587077.0,-7.57,-10587729.0,-5.49
5047,300203,聚光科技,11.47,-2.22,-0.26,27006.0,31131291.0,3.07,11.77,11.41,11.65,11.73,0.87,0.6,-17.7,1.98,5147020272.0,5142586257.0,0.0,0.26,-17.6,-27.68,-5183377.0,-16.65,0.0,0.0,-5183377.0,-16.65,1082141.0,3.48,4101236.0,13.17
5048,301004,嘉益股份,32.81,-2.23,-0.75,2855.0,9412158.0,1.91,33.39,32.75,33.3,33.56,0.79,0.21,19.47,2.66,4783903456.0,4465682974.0,0.03,-0.27,-33.64,-36.96,441680.0,4.69,0.0,0.0,441680.0,4.69,-70993.0,-0.75,-370687.0,-3.94
5049,000037,深南电A,10.08,-2.23,-0.23,308574.0,305068614.57,6.69,10.29,9.6,9.82,10.31,2.3,9.1,126.31,3.64,6075846968.0,3416194152.0,-0.3,0.4,-6.23,22.18,-21443168.0,-7.03,-4855674.0,-1.59,-16587494.0,-5.44,-6039312.0,-1.98,27482480.0,9.01
5050,301190,善水科技,18.82,-2.23,-0.43,77015.0,141814605.0,6.75,19.08,17.78,18.13,19.25,2.49,5.38,26.6,2.07,4039458930.0,2693217280.0,0.43,-0.05,-22.26,-10.68,6376882.0,4.49,3335052.0,2.35,3041830.0,2.14,-318365.0,-0.22,-6058516.0,-4.26
5051,688475,萤石网络,28.11,-2.23,-0.64,41151.0,116539199.0,3.58,28.95,27.92,28.78,28.75,2.19,0.52,30.3,3.91,22136625000.0,22136625000.0,-0.11,0.0,-5.42,-5.39,1602444.0,1.37,-3394184.0,-2.9,4996628.0,4.27,9547655.0,8.16,-11150098.0,-9.53
5052,688630,芯碁微装,392.02,-2.24,-8.98,25804.0,1036100991.0,6.94,414.81,387.0,408.51,401.0,1.12,1.96,132.47,24.68,57432935574.0,51644995486.0,0.52,0.66,55.04,192.92,-25683940.0,-2.45,-5952820.0,-0.57,-19731120.0,-1.88,27263600.0,2.6,-1579669.0,-0.15
5053,688530,欧莱新材,54.98,-2.24,-1.26,34485.0,192378590.0,5.14,57.36,54.47,57.36,56.24,1.23,4.94,54.07,10.39,8799264424.0,3836436445.0,0.05,0.51,42.81,234.43,-12271636.0,-6.28,-12047900.0,-6.17,-223736.0,-0.11,959982.0,0.49,11300673.0,5.79
5054,603038,华立股份,11.79,-2.24,-0.27,17544.0,20973766.0,3.48,12.14,11.72,11.84,12.06,0.84,0.65,11.51,2.23,3167703080.0,3167703080.0,-0.08,0.6,-29.36,-26.54,-2075143.0,-9.86,389448.0,1.85,-2464591.0,-11.71,-803371.0,-3.82,2878514.0,13.67
5055,688050,爱博医疗,40.08,-2.24,-0.92,12441.0,50344942.0,2.37,41.0,40.03,40.8,41.0,1.01,0.64,21.71,2.77,7752984419.0,7752984419.0,-0.05,-0.07,-24.09,-33.58,-3375242.0,-6.65,-1632000.0,-3.21,-1743242.0,-3.43,2703383.0,5.32,692379.0,1.36
5056,300870,欧陆通,215.48,-2.25,-4.96,25939.0,574634611.81,7.15,230.5,214.74,225.0,220.44,1.24,1.7,-655.66,12.77,32891630430.0,32888010366.0,-0.61,0.03,-13.04,36.69,-4290506.0,-0.74,-6837856.0,-1.18,2547350.0,0.44,539422.0,0.09,3751086.0,0.65
5058,300480,光力科技,26.88,-2.25,-0.62,104394.0,285098470.25,4.36,27.93,26.73,27.62,27.5,1.43,3.86,78.91,5.7,9951583488.0,7261952195.0,-0.26,0.15,-22.2,60.86,-777051.0,-0.27,-230174.0,-0.08,-546877.0,-0.19,-146105.0,-0.05,923156.0,0.32
5059,688315,诺禾致源,12.11,-2.26,-0.28,15737.0,19348948.0,3.23,12.51,12.11,12.31,12.39,1.33,0.38,42.79,1.9,5040182000.0,5040182000.0,-0.41,-0.49,-14.11,-8.53,-1420648.0,-7.31,-1217090.0,-6.26,-203558.0,-1.05,816135.0,4.2,604513.0,3.11
5060,002603,以岭药业,16.85,-2.26,-0.39,139313.0,235778045.4,2.38,17.19,16.78,17.0,17.24,0.99,1.01,17.21,2.67,28151385586.0,23194597630.0,0.0,-0.12,4.21,1.69,-7441144.0,-3.15,-1260394.0,-0.53,-6180750.0,-2.62,-7472716.0,-3.17,14913861.0,6.32
5061,603690,至纯科技,20.78,-2.26,-0.48,105876.0,223791802.0,4.75,21.66,20.65,21.23,21.26,1.05,2.76,-25.23,2.29,7957997115.0,7957997115.0,0.05,0.53,-19.8,-33.93,-16396403.0,-7.28,-8655837.0,-3.84,-7740566.0,-3.44,-8155969.0,-3.62,24415488.0,10.84
5062,000571,新大洲A,6.02,-2.27,-0.14,136639.0,83204716.8,3.57,6.2,5.98,6.1,6.16,1.19,1.68,-38.23,335.02,5051556580.0,4900232743.0,0.0,0.0,4.7,2.73,-5176441.0,-6.22,-3676566.0,-4.42,-1499875.0,-1.8,748045.0,0.9,4428396.0,5.32
5063,300601,康泰生物,12.06,-2.27,-0.28,65702.0,79758287.89,1.94,12.29,12.05,12.23,12.34,1.12,0.73,101.01,1.47,13470179020.0,10858790136.0,0.0,-0.08,-13.92,-18.18,-6426155.0,-8.02,757009.0,0.94,-7183164.0,-8.97,-415766.0,-0.52,6841921.0,8.54
5064,300131,英唐智控,15.0,-2.28,-0.35,237598.0,360860902.67,4.04,15.53,14.91,15.35,15.35,1.19,2.28,1044.75,9.87,17025292275.0,15634012740.0,-0.4,0.07,-7.86,2.32,-25075990.0,-6.94,-9551037.0,-2.64,-15524953.0,-4.3,6067723.0,1.68,19008267.0,5.26
5065,002847,盐津铺子,47.08,-2.28,-1.1,17672.0,82752158.78,3.28,47.97,46.39,47.85,48.18,1.32,0.72,13.78,6.7,12720424628.0,11479928915.0,0.36,0.17,-12.73,-30.05,5320086.0,6.43,-3058871.0,-3.7,8378957.0,10.12,-3711563.0,-4.48,-1608524.0,-1.94
5066,601872,招商轮船,15.4,-2.28,-0.36,626467.0,957892394.0,4.82,15.73,14.97,15.65,15.76,1.97,0.78,11.25,2.89,124347892931.0,124347892931.0,-0.13,-0.26,-10.36,76.4,-22509580.0,-2.34,-12009013.0,-1.25,-10500567.0,-1.09,44640672.0,4.63,-22131082.0,-2.3
5067,002654,万润科技,11.56,-2.28,-0.27,239559.0,280877641.62,4.14,11.99,11.5,11.86,11.83,1.2,2.83,-454.91,6.31,9771697409.0,9771003809.0,-0.52,-0.17,-19.67,-17.72,-19296774.0,-6.86,-15370565.0,-5.47,-3926209.0,-1.4,-2407639.0,-0.86,21704412.0,7.72
5068,688259,创耀科技,27.85,-2.28,-0.65,8204.0,22984059.0,3.54,28.64,27.63,28.42,28.5,1.17,0.73,74.88,1.98,3110845000.0,3110845000.0,0.36,0.72,-24.03,-32.97,-1000710.0,-4.34,-2403013.0,-10.43,1402303.0,6.08,1785312.0,7.75,-784600.0,-3.4
5069,600380,健康元,10.24,-2.29,-0.24,84353.0,86997271.0,2.58,10.48,10.21,10.45,10.48,1.38,0.46,11.29,1.23,18733602673.0,18733602673.0,0.2,0.1,-3.49,-9.62,-5714417.0,-6.56,-1582088.0,-1.82,-4132329.0,-4.74,-492026.0,-0.56,6206443.0,7.12
5070,605499,东鹏饮料,127.79,-2.3,-3.01,31850.0,405527844.0,3.36,130.4,126.0,130.01,130.8,1.45,0.47,18.65,4.92,93823329825.0,86388199651.0,0.03,0.13,-15.87,-37.28,-25657587.0,-6.31,-20337749.0,-5.0,-5319838.0,-1.31,-19002423.0,-4.67,44660011.0,10.98
5071,600539,狮头股份,16.13,-2.3,-0.38,61860.0,102246932.0,5.57,17.03,16.11,17.0,16.51,1.22,2.69,1762.36,12.35,3709900000.0,3709900000.0,-0.62,-0.98,-4.39,58.45,4094634.0,3.97,-2802378.0,-2.72,6897012.0,6.69,1711209.0,1.66,-5805841.0,-5.63
5072,002848,高斯贝尔,12.32,-2.3,-0.29,15735.0,19635400.0,3.49,12.69,12.25,12.37,12.61,1.21,0.95,88.66,24.65,2059288000.0,2037985008.0,-0.32,-0.24,-17.37,37.19,1534580.0,7.8,0.0,0.0,1534580.0,7.8,-2452883.0,-12.47,918303.0,4.67
5073,301509,金凯生科,27.5,-2.31,-0.65,14539.0,40422620.0,3.27,28.33,27.41,27.88,28.15,1.1,2.56,49.75,1.57,3312283398.0,1560375520.0,0.04,0.0,-31.9,-16.36,-5533336.0,-13.55,-440650.0,-1.08,-5092686.0,-12.47,3774921.0,9.24,1758415.0,4.3
5074,688807,优迅股份,255.02,-2.31,-6.02,5820.0,151035597.0,5.75,267.01,252.01,264.0,261.04,1.32,3.64,191.93,11.53,20401600000.0,4080320000.0,0.06,1.03,-34.55,36.42,-12711283.0,-8.31,5206125.0,3.4,-17917408.0,-11.71,13081220.0,8.55,-369937.0,-0.24
5075,301584,建发致新,21.06,-2.32,-0.5,24369.0,51422183.35,3.85,21.59,20.76,21.0,21.56,1.23,4.54,34.03,4.26,8872336000.0,1131222842.0,0.14,0.05,-20.38,-27.43,-3172186.0,-6.16,-236631.0,-0.46,-2935555.0,-5.7,-1009879.0,-1.96,4182066.0,8.12
5076,605296,神农集团,30.57,-2.33,-0.73,21038.0,64441896.0,3.42,31.29,30.22,31.01,31.3,1.51,0.41,-6.19,3.75,16042048258.0,15834783658.0,0.23,-0.26,4.09,4.26,-4369609.0,-6.73,-5439288.0,-8.38,1069679.0,1.65,1948807.0,3.0,2420802.0,3.73
5077,688265,南模生物,33.32,-2.34,-0.8,6528.0,22125533.0,3.96,34.61,33.26,33.54,34.12,1.18,0.84,949.97,1.53,2597744253.0,2597744253.0,-0.15,-0.18,-20.27,-18.51,-921269.0,-4.16,-1492818.0,-6.74,571549.0,2.58,-876118.0,-3.96,1797387.0,8.12
5078,002127,南极电商,2.92,-2.34,-0.07,353587.0,103542761.4,4.01,3.0,2.88,2.99,2.99,1.13,1.77,54.91,1.91,7168221577.0,5824620351.0,0.0,0.0,-3.31,-11.78,-6695894.0,-6.46,-1557470.0,-1.5,-5138424.0,-4.96,-3554337.0,-3.43,10250232.0,9.89
5079,000021,深科技,39.28,-2.34,-0.94,719140.0,2870500762.4,4.62,40.86,39.0,40.26,40.22,1.45,4.57,63.84,4.75,61841244958.0,61832831182.0,-0.36,-0.23,37.2,56.74,-173386822.0,-6.03,-111316774.0,-3.87,-62070048.0,-2.16,-46054640.0,-1.6,219441472.0,7.64
5080,002624,完美世界,10.01,-2.34,-0.24,306983.0,308871123.67,2.34,10.18,9.94,10.15,10.25,1.62,1.68,47.28,2.96,19419083724.0,18295607740.0,-0.1,-0.3,-40.38,-37.67,-25209437.0,-8.13,3512803.0,1.13,-28722240.0,-9.26,11987204.0,3.87,13222233.0,4.26
5081,688118,普元信息,17.54,-2.34,-0.42,6511.0,11542743.0,3.17,17.97,17.4,17.82,17.96,0.93,0.7,-14.33,2.0,1636775146.0,1636775146.0,0.34,0.8,-38.06,-30.45,228553.0,1.84,0.0,0.0,228553.0,1.84,218330.0,1.76,-446883.0,-3.6
5082,300501,海顺新材,9.55,-2.35,-0.23,12975.0,12621297.44,3.37,9.88,9.55,9.78,9.78,1.08,0.47,-61.32,2.07,2656644747.0,2647477921.0,-0.62,-0.21,-33.12,-6.92,-209071.0,-1.63,0.0,0.0,-209071.0,-1.63,-1392812.0,-10.88,1601883.0,12.51
5083,300676,华大基因,36.61,-2.35,-0.88,26252.0,96862343.42,2.13,37.34,36.54,37.2,37.49,1.09,0.63,-402.15,1.82,15314588116.0,15231076130.0,0.03,0.03,-5.67,-19.29,-4693902.0,-4.82,1768309.0,1.82,-6462211.0,-6.64,687450.0,0.71,4006451.0,4.11
5084,688152,麒麟信安,24.98,-2.35,-0.6,5537.0,13943933.0,2.46,25.51,24.88,25.3,25.58,1.29,0.54,-73.76,2.1,2545413938.0,2545413938.0,0.04,0.32,-26.72,-38.09,-626248.0,-4.49,0.0,0.0,-626248.0,-4.49,532059.0,3.82,94189.0,0.68
5085,688795,摩尔线程-U,609.24,-2.35,-14.67,7220.0,445583524.0,3.05,628.0,609.0,621.0,623.91,1.0,2.39,2438.42,24.86,286359990925.0,18414577528.0,-0.28,0.0,-4.58,3.63,-61251992.0,-13.22,-26233003.0,-5.66,-35018989.0,-7.56,62051960.0,13.39,-799967.0,-0.17
5086,002153,石基信息,7.49,-2.35,-0.18,89092.0,66865087.0,2.09,7.61,7.45,7.59,7.67,1.12,0.56,216.15,3.07,20441661869.0,11982230892.0,0.0,-0.13,-20.82,-30.78,-2852874.0,-4.25,-1265250.0,-1.88,-1587624.0,-2.36,389459.0,0.58,2463416.0,3.67
5087,688165,埃夫特-U,15.82,-2.35,-0.38,34959.0,55708759.0,2.96,16.24,15.76,16.07,16.2,1.09,0.67,-210.88,6.83,8254559600.0,8254559600.0,-0.06,0.38,-4.64,-33.42,-3797004.0,-6.77,-584162.0,-1.04,-3212842.0,-5.73,3685682.0,6.57,111322.0,0.2
5088,300327,中颖电子,21.94,-2.36,-0.53,46083.0,102504044.53,3.47,22.66,21.88,22.34,22.47,0.88,1.36,91.4,4.22,7489661574.0,7434461828.0,-0.32,-0.09,-19.78,-21.45,-4581953.0,-4.44,-1694968.0,-1.64,-2886985.0,-2.8,-2689301.0,-2.61,7271254.0,7.05
5089,301557,常友科技,73.29,-2.36,-1.77,2074.0,15124496.4,3.7,74.78,72.0,74.77,75.06,0.7,0.83,-223.52,4.56,4546253383.0,1822793904.0,0.05,0.05,-1.24,-21.01,-3826911.0,-25.3,-2755255.0,-18.22,-1071656.0,-7.09,2038975.0,13.48,1787936.0,11.82
5090,002045,国光电器,7.41,-2.37,-0.18,120989.0,90388269.48,2.5,7.58,7.39,7.5,7.59,0.88,2.15,-40.48,0.99,4168000008.0,4162381376.0,-0.13,-0.13,-32.58,-47.67,-15377483.0,-16.99,-2346406.0,-2.59,-13031077.0,-14.4,-998014.0,-1.1,16375497.0,18.09
5091,600797,浙大网新,7.01,-2.37,-0.17,272211.0,189955090.0,2.23,7.05,6.89,7.0,7.18,1.44,2.65,-37.84,2.2,7202959854.0,7202959854.0,0.0,0.43,-22.71,-29.05,1542648.0,0.81,3824927.0,2.0,-2282279.0,-1.19,-2370552.0,-1.24,853805.0,0.45
5092,300115,长盈精密,25.12,-2.37,-0.61,142302.0,359131353.04,2.29,25.59,25.0,25.15,25.73,1.3,1.05,68.27,4.1,34197114537.0,34096251658.0,-0.36,-0.04,-22.33,-45.84,-55232683.0,-15.33,-24222090.0,-6.72,-31010593.0,-8.61,22628167.0,6.28,32604516.0,9.05
5093,002049,紫光国微,64.67,-2.37,-1.57,133439.0,869801143.1,2.11,65.95,64.55,65.65,66.24,1.05,1.57,41.09,4.02,54945542610.0,54938182388.0,-0.32,-0.31,-8.65,-17.62,-68749379.0,-7.89,-26580591.0,-3.05,-42168788.0,-4.84,6558144.0,0.75,62191235.0,7.14
5094,600288,大恒科技,9.83,-2.38,-0.24,259002.0,257639834.0,3.38,10.15,9.81,10.15,10.07,1.87,5.93,20.98,2.16,4293744000.0,4293744000.0,-0.1,-0.1,-33.58,-34.38,-13152010.0,-5.02,-3655840.0,-1.39,-9496170.0,-3.62,3882504.0,1.48,9271471.0,3.54
5095,600809,山西汾酒,122.02,-2.38,-2.98,60860.0,740891251.0,3.59,124.85,120.36,124.58,125.0,1.57,0.5,6.91,3.31,148860034368.0,148860034368.0,0.25,0.04,-14.04,-28.93,-38932869.0,-5.21,-55687504.0,-7.45,16754635.0,2.24,50120747.0,6.71,-11187883.0,-1.5
5096,300287,飞利信,3.69,-2.38,-0.09,185734.0,68813402.0,2.12,3.75,3.67,3.75,3.78,0.99,1.41,-46.3,5.35,5296160352.0,4864510786.0,-0.27,0.54,-13.99,-24.54,-2895990.0,-4.2,-64896.0,-0.09,-2831094.0,-4.1,-9625381.0,-13.96,12521372.0,18.15
5097,002399,海普瑞,9.4,-2.39,-0.23,22107.0,21033966.8,2.39,9.63,9.4,9.57,9.63,1.13,0.18,18.38,1.15,13792584318.0,11723696018.0,-0.21,-0.42,-12.88,-19.31,232478.0,1.09,0.0,0.0,232478.0,1.09,-852672.0,-4.0,620194.0,2.91
5098,300463,迈克生物,8.56,-2.39,-0.21,43843.0,37878625.0,2.51,8.76,8.54,8.71,8.77,1.4,0.89,144.0,0.82,5175946301.0,4208086909.0,0.0,0.12,-17.61,-23.5,-4828137.0,-12.74,-236912.0,-0.62,-4591225.0,-12.11,3506399.0,9.25,1321738.0,3.49
